,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue
1719,93-0386885,Easter Seals Oregon,Portland,OR,1668384000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,11.0,,,2.0,,,,7.0,2.0,,,,7.0,4.0,,,,,,,11.0,,,,11.0,4.0,,,7.0,8.0,,1.0,1.0,,,,5.0,,,,1.0,6.0,2.0,,,,,,,8.0,,,,8.0,1.0,7.0,,,84.0,4.0,2.0,13.0,,,,62.0,3.0,,,,66.0,16.0,,2.0,,,,,84.0,,,,84.0,16.0,68.0,,,183603.0,0.0,-1.0,0.0,1.0,8761.593117408907,183603.0,4511830.0,HTTPS://WWW.EASTERSEALS.COM/OREGON,495,11697820.0
1720,93-0511171,Japanese Garden Society of Oregon,Portland,OR,1686700800000000000,,,,,,,,,,,25.0,2.0,1.0,,1.0,2.0,,12.0,,,,7.0,9.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,12.0,3.0,4.0,,11.0,,67.0,18.0,,,10.0,,,,,125.0,5.0,,,120.0,23.0,,,102.0,11.0,,,114.0,162167.0,499614.0,67.54154207047841,0.2,0.8,38247.587878787876,499614.0,7459134.0,WWW.JAPANESEGARDEN.ORG,170,14502030.0
1724,93-0685734,New Narrative,Portland,OR,1681305424000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,7.0,1.0,1.0,1.0,,,,4.0,,,,,1.0,6.0,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,4.0,,,,,4.0,2.0,,,,,,,6.0,,,,6.0,,,,6.0,132.0,15.0,48.0,10.0,,,,50.0,,,,9.0,99.0,13.0,,,20.0,,,,,,,,,,,,,0.0,195638.0,100.0,1.0,0.0,43533.845108695656,195638.0,16216093.0,WWW.THENEWNARRATIVE.ORG,369,24795044.0
1726,93-0725294,Lines for Life,Portland,OR,1649345213000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,2.0,2.0,1.0,,0.0,,12.0,0.0,,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,,,,17.0,5.0,0.0,0.0,1.0,,0.0,,4.0,0.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,,,,5.0,244.0,12.0,27.0,16.0,,5.0,,143.0,41.0,,0.0,0.0,183.0,52.0,9.0,0.0,0.0,,,,244.0,62.0,182.0,0.0,0.0,,,,244.0,0.0,212508.0,100.0,1.0,0.0,44750.6149068323,212508.0,14622206.0,WWW.LINESFORLIFE.ORG,323,17254642.0
1728,93-0785786,Oregon Food Bank Inc,Portland,OR,1571616000000000000,White/Caucasian/European,Female,Decline to state,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,,,,,,24.0,2.0,1.0,2.0,,0.0,,18.0,1.0,,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,24.0,,,1.0,23.0,,,,,,24.0,9.0,,,1.0,,,,8.0,,,,,7.0,2.0,,,,,,,,2.0,7.0,,,,,,,182.0,10.0,2.0,44.0,,1.0,,118.0,7.0,,0.0,0.0,88.0,71.0,,23.0,,,,,,,,,,,,,,216563.0,0.0,-1.0,0.0,1.0,76681.42570281125,216563.0,19310238.0,www.oregonfoodbank.org,250,106442657.0
1729,93-0877807,Oregon Coast Aquarium Inc,Newport,OR,1646829326000000000,White/Caucasian/European,Female,Decline to state,Heterosexual or Straight,Person without a disability,,,,,,14.0,,,,,,,13.0,,,,1.0,5.0,8.0,,,1.0,,,,,,,,,,,,,7.0,,,,,,,7.0,,,,,4.0,3.0,,,,,,,,,6.0,,1.0,,7.0,,,84.0,1.0,2.0,1.0,,1.0,,77.0,2.0,,,,45.0,37.0,2.0,,,,,,84.0,8.0,76.0,,,1.0,,,83.0,230069.0,0.0,-1.0,0.0,1.0,42923.62962962963,230069.0,4865821.0,WWW.AQUARIUM.ORG,109,16429682.0
1730,93-0884929,Neighborimpact,Redmond,OR,1612337928000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,,,2.0,,2.0,,11.0,,,,,7.0,8.0,,,,,,,15.0,,,,15.0,1.0,14.0,,,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,8.0,,,,,,8.0,,8.0,,,202.0,,4.0,44.0,,7.0,,125.0,12.0,,10.0,,110.0,81.0,,11.0,,,,,202.0,,182.0,20.0,,14.0,188.0,,,0.0,152901.0,100.0,1.0,0.0,34494.65891472868,152901.0,13502334.0,WWW.NEIGHBORIMPACT.ORG,388,46183252.0
1733,93-0977166,Human Solutions Inc,Portland,OR,1608699296000000000,White/Caucasian/European,Male,,,,White/Caucasian/European,Female,,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,10.0,,2.0,,,,,7.0,1.0,,,,,,,,,,,,,,,,,2.0,,,8.0,8.0,0.0,,1.0,,,,7.0,,,,,,,,,,,,,,1.0,7.0,,,1.0,7.0,,,144.0,3.0,18.0,26.0,,4.0,,73.0,13.0,,,7.0,114.0,30.0,,,,,,,,26.0,,,118.0,52.0,,,92.0,0.0,160384.0,100.0,1.0,0.0,44205.80882352941,160384.0,9178369.0,www.humansolutions.org,205,23810492.0
1738,93-1098105,Friends of the Children-Portland,Portland,OR,1657497600000000000,Black/African American,Female,,,,,,,,,29.0,1.0,5.0,3.0,,0.0,,20.0,,,,,14.0,15.0,,,,,,,,,,,,,,,,4.0,,,,,,,2.0,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,90.0,7.0,12.0,13.0,,,,46.0,12.0,,,,58.0,31.0,,1.0,,,,,,,,,,,,,,209949.0,0.0,-1.0,0.0,1.0,49256.07920792079,209949.0,5184813.0,WWW.FRIENDSPDX.ORG,102,15357642.0
1739,93-1134865,Portland Center Stage,Portland,OR,1669939200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,7.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,6.0,1.0,,,,,3.0,,4.0,1.0,2.0,,4.0,,,,,10.0,0.0,3.0,0.0,,0.0,,5.0,2.0,,,,5.0,4.0,1.0,,,,10.0,,,2.0,8.0,0.0,,,,,10.0,130.0,9.0,20.0,17.0,,1.0,,55.0,11.0,,17.0,,38.0,23.0,7.0,62.0,,4.0,,,126.0,5.0,,,125.0,,,,,154619.0,0.0,-1.0,0.0,1.0,25061.72429906542,154619.0,5517828.0,WWW.PCS.ORG,215,9649220.0
1740,93-1190792,A Better Way Inc,Berkeley,CA,1679270400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,6.0,1.0,,,,8.0,,,,,6.0,5.0,,4.0,,,,,15.0,,,,,,,,,84.0,8.0,16.0,31.0,,1.0,1.0,23.0,3.0,,,1.0,51.0,14.0,2.0,17.0,,,,,,,,,,,,,,0.0,214146.0,100.0,1.0,0.0,115445.7972972973,214146.0,8757135.0,WWW.ABETTERWAYINC.NET,75,12493024.0
1741,93-1234625,Advocates for Life Skills and Opportunity Inc,Portland,OR,1612958053000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,6.0,,,,,,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,3.0,,,,,,,3.0,,,,,1.0,2.0,,,,,3.0,,,,3.0,,,1.0,2.0,,,305.0,22.0,53.0,15.0,,2.0,,175.0,16.0,,,22.0,203.0,91.0,,11.0,,,,,,,,,,,,,,162482.0,0.0,-1.0,0.0,1.0,31681.64476386037,162482.0,15591443.0,WWW.ALSOWEB.ORG,488,20510824.0
1743,94-1153307,Sierra Club,Oakland,CA,1588291200000000000,White/Caucasian/European,Male,,,,,,,,,15.0,,1.0,1.0,,,,8.0,1.0,,,4.0,4.0,7.0,,,4.0,,,,,1.0,9.0,1.0,4.0,,,,,53.0,4.0,2.0,1.0,,1.0,,43.0,2.0,,,,15.0,9.0,,1.0,28.0,,24.0,1.0,28.0,,,,,,,,,765.0,40.0,49.0,25.0,,2.0,,456.0,39.0,4.0,6.0,144.0,225.0,127.0,8.0,7.0,398.0,2.0,360.0,7.0,396.0,,,,,,,,,251227.9,257821.55555555556,2.5574492952490013,0.47368421052631576,0.5263157894736842,91122.85842472583,552124.0,96228900.0,WWW.SIERRACLUB.ORG,1022,152093074.0
1745,94-1156270,Community Music Center,San Francisco,CA,1685491200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,24.0,3.0,1.0,2.0,,0.0,,18.0,0.0,,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0,19.0,0.0,0.0,,,,,3.0,,,,,,,3.0,,,,,2.0,1.0,,,,,3.0,,,,,,,,,,,141.0,19.0,9.0,22.0,,0.0,,79.0,12.0,,,,120.0,21.0,,,,,141.0,,,,,,,,,,,189943.0,0.0,-1.0,0.0,1.0,24999.168,189943.0,3314839.0,WWW.SFCMC.ORG,126,7950655.0
1747,94-1156608,Boys & Girls Clubs of San Francisco,San Francisco,CA,1695772800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,55.0,7.0,6.0,2.0,0.0,0.0,0.0,38.0,2.0,,,,23.0,32.0,,,,0.0,55.0,,,3.0,52.0,,,0.0,55.0,,,11.0,,4.0,1.0,,,,6.0,,,,,8.0,3.0,,,,,11.0,,,1.0,10.0,,,,11.0,,,161.0,19.0,42.0,39.0,0.0,0.0,0.0,37.0,19.0,,1.0,4.0,75.0,81.0,2.0,,3.0,2.0,159.0,,,,,,,,,,,188630.25,256949.5,26.588590365032815,0.3333333333333333,0.6666666666666666,32150.49262536873,352754.0,12167437.0,WWW.KIDSCLUB.ORG,345,22202622.0
1749,94-1186169,Peninsula Family Service,San Mateo,CA,1691625600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,17.0,3.0,1.0,2.0,,,1.0,10.0,,,,,14.0,3.0,,,,,,,,1.0,15.0,1.0,,,,,,5.0,,2.0,,,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,140.0,39.0,9.0,59.0,2.0,1.0,2.0,19.0,,,9.0,,119.0,19.0,,2.0,,,,,,,,,,,,,,200166.5,0.0,-1.0,0.0,1.0,39976.376760563384,223617.0,12153957.0,WWW.PENINSULAFAMILYSERVICE.ORG,288,17301817.0
1752,94-1312311,Childrens Health Council Inc,Palo Alto,CA,1634127602000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,21.0,4.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,,4.0,1.0,,,,3.0,3.0,,,,,6.0,,,,6.0,,,,6.0,,,198.0,42.0,4.0,37.0,,2.0,,100.0,13.0,,,,159.0,34.0,,,5.0,,,,198.0,,,,198.0,,,,198.0,277640.5714285714,276476.25,-0.4211289138113745,0.36363636363636365,0.6363636363636364,84886.78661087865,507323.0,23337331.0,HTTP://WWW.CHCONLINE.ORG,250,43949984.0
1753,94-1312348,United Way of the Bay Area,San Francisco,CA,1686268800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,1.0,4.0,3.0,1.0,,,4.0,,,,,7.0,6.0,,,,,,,,,,,,,,,,12.0,3.0,3.0,2.0,,,,4.0,,,,,7.0,5.0,,,,,,,,,,,,,,,,57.0,17.0,10.0,9.0,,,,17.0,4.0,,,,31.0,20.0,2.0,,4.0,,,,,,,,,,,,,280434.6666666667,168163.0,-66.76359643124033,0.25,0.75,124011.3125,388402.0,6962010.0,WWW.UWBA.ORG,52,20860247.0
1754,94-1399287,Hope Services,San Jose,CA,1650461181000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,3.0,,,,,,11.0,,,2.0,,6.0,9.0,,1.0,,,14.0,2.0,,1.0,12.0,3.0,,1.0,13.0,2.0,,5.0,2.0,,1.0,,,,2.0,,,,,2.0,3.0,,,,,5.0,,,,5.0,,,,5.0,,,557.0,96.0,25.0,219.0,,4.0,,186.0,27.0,,,0.0,383.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,,,,,26.0,,1.0,530.0,180448.83333333334,310104.6666666667,41.81034575422922,0.3333333333333333,0.6666666666666666,41407.93325242718,411815.0,36133144.0,WWW.HOPESERVICES.ORG,833,51941094.0
1756,94-1498472,Catholic Charities Cyo of the Archdiocese of San Francisco,SAN FRANCISCO,CA,1678752000000000000,White/Caucasian/European,Female,,,,,,,,,27.0,4.0,2.0,4.0,,,,17.0,,,,,12.0,15.0,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,375.0,47.0,57.0,125.0,0.0,2.0,2.0,113.0,19.0,,10.0,,,,,,,,,,,,,,,,,,,227738.2,178451.0,-27.6194585628548,0.375,0.625,41441.66279069767,326979.0,26621925.0,WWW.CATHOLICCHARITIESSF.ORG,610,50148984.0
1757,94-1551410,Girl Scouts of Northern California,Alameda,CA,1692921600000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,,,,,,22.0,4.0,3.0,1.0,,1.0,,11.0,0.0,,2.0,0.0,21.0,1.0,,,,,,,,,,,,,,,,7.0,1.0,,1.0,,,,3.0,2.0,,,,7.0,,,,,,,,,,,,,,,,,129.0,21.0,10.0,25.0,,,,66.0,6.0,,,1.0,117.0,12.0,,,,,,,,,,,,,,,,213117.33333333334,0.0,-1.0,0.0,1.0,53965.76995305164,273315.0,12134061.0,WWW.GSNORCAL.ORG,216,29584426.0
1758,94-1575233,Planned Parenthood Shasta Diablo Inc,Concord,CA,1678665600000000000,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,12.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,2.0,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,373.0,38.0,26.0,145.0,,,,144.0,20.0,,,,336.0,36.0,1.0,,,,,,,,,,,,,,,271504.0,242528.5,-11.947255683352678,0.2,0.8,69061.22246220302,558387.0,34632435.0,www.ppnorcal.org,473,52376605.0
1759,94-1582429,Girl Scouts,Sacramento,CA,1660262400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,3.0,3.0,4.0,,,,9.0,,,,,19.0,,,,,,19.0,,,,,,19.0,,,,19.0,4.0,,,,,,,4.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,57.0,2.0,4.0,18.0,,,,30.0,,,1.0,2.0,52.0,5.0,,,,,,,,,,,,,,,,222042.0,153025.0,-45.10178075477863,0.5,0.5,44954.102803738315,222042.0,5185156.0,HTTP://GIRLSCOUTSHCC.ORG,109,8878414.0
1760,94-1592676,Self Help Enterprises,VISALIA,CA,1690934400000000000,White/Caucasian/European,Male,,,,,,,,,13.0,,2.0,7.0,,,,4.0,,,,,6.0,7.0,,,,,,,,,,,,,,,,12.0,,,5.0,,0.0,,7.0,,,,,8.0,4.0,,,,,,,,,,,,,,,,204.0,7.0,1.0,135.0,,1.0,1.0,55.0,4.0,,,,127.0,77.0,,,,,,,,,,,,,,,,0.0,174487.0,100.0,1.0,0.0,95675.71851851852,174487.0,13090709.0,WWW.SELFHELPENTERPRISES.ORG,136,41610602.0
1761,94-1594250,Point Reyes Bird Observatory,Petaluma,CA,1640619359000000000,,,,,,,,,,,25.0,,,,,1.0,,20.0,2.0,,2.0,,11.0,12.0,,2.0,,,,,25.0,,,,25.0,,,,25.0,12.0,1.0,,2.0,,,,8.0,1.0,,,,5.0,7.0,,,,,,,12.0,,,,12.0,,,,12.0,115.0,6.0,,12.0,,,,90.0,7.0,,,,65.0,48.0,2.0,,,,,,115.0,,,,115.0,10.0,99.0,6.0,,164446.66666666666,196650.25,16.376070375366083,0.5714285714285714,0.42857142857142855,65958.05194805194,219222.0,11437481.0,HTTPS://WWW.POINTBLUE.ORG/,161,15542320.0
1763,94-1637699,Faces Sf,San Francisco,CA,1679356800000000000,Asian/Asian American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,2.0,3.0,,,,,3.0,,,,,6.0,2.0,,,,,8.0,,,1.0,7.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,72.0,26.0,22.0,13.0,,,,3.0,8.0,,,,60.0,12.0,,,,,,,,,,,,,,,,166104.5,200754.33333333334,17.25981838499128,0.42857142857142855,0.5714285714285714,69602.38095238095,272147.0,7113281.0,WWW.FACESSF.ORG,91,14567882.0
1765,94-1650529,Pride Industries,Roseville,CA,1686700800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,2.0,,3.0,,,,11.0,,,,,3.0,13.0,,,,,,,,,,,,3.0,,,13.0,6.0,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,5.0,,,4575.0,250.0,602.0,1766.0,,20.0,46.0,1729.0,103.0,,,59.0,,,,,,,,,,,,,,2045.0,2530.0,,,303411.4,337432.625,10.08237570389051,0.6153846153846154,0.38461538461538464,25878.13109048724,881402.0,160365161.0,www.prideindustries.com,6047,278155543.0
1767,94-1659687,Lutheran Social Services of Northern California,Concord,CA,1594657632000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,,,,,,13.0,2.0,2.0,1.0,,0.0,,8.0,,,,,11.0,2.0,,,,,,,,,,,,1.0,,,12.0,7.0,,,,,,,,1.0,,,6.0,5.0,2.0,,,,,,,7.0,,,,7.0,2.0,5.0,,,91.0,,,,,,,,1.0,,,90.0,,,,,91.0,,,,91.0,,,,91.0,,,,91.0,200782.0,179289.0,-11.987907791331315,0.5,0.5,52735.18548387097,200782.0,6919234.0,LSSNORCAL.ORG,126,15266538.0
1769,94-1670490,Spanish-Speaking Unity Council of Alameda County Inc,OAKLAND,CA,1623250718000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,12.0,2.0,0.0,8.0,,,,2.0,,,,,6.0,6.0,,,,,,,,,,,,,,,,16.0,3.0,,9.0,,,,4.0,,,,,11.0,5.0,,,,,,,,,,,,,,,,305.0,23.0,39.0,208.0,,1.0,,24.0,10.0,,,,228.0,77.0,,,,,,,,,,,,,,,,273122.5,252293.75,-8.255753461986275,0.6666666666666666,0.3333333333333333,47827.509202453984,435303.0,17147188.0,WWW.UNITYCOUNCIL.ORG,332,34323567.0
1771,94-1687847,CONSERVATION SOCIETY OF CALIFORNIA,OAKLAND,CA,1659957554000000000,Asian/Asian American,Male,,,,,,,,,21.0,2.0,2.0,,,,,17.0,,,,,12.0,9.0,,,,,,,,,,,,,,,,11.0,1.0,,1.0,,,,9.0,,,,,7.0,4.0,,,,,,,,,,,,,,,,179.0,8.0,36.0,16.0,,0.0,,99.0,8.0,,,12.0,110.0,69.0,,,,,,,,,,,,,,,,159874.33333333334,211174.5,24.2927847191146,0.4,0.6,37317.181818181816,271305.0,14858598.0,WWW.OAKLANDZOO.ORG,379,35355250.0
1772,94-1688163,CONSUMER CREDIT COUNSELING SERVICE OF SAN FRANCISCO,Concord,CA,1617630713000000000,Hispanic/Latino/Latina/Latinx,Male,,,,,,,,,10.0,,2.0,1.0,,,,7.0,,,,,3.0,7.0,,,,,,,,,,,,,,,,6.0,,,4.0,,,,2.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,64.0,7.0,9.0,18.0,,,,24.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,199089.0,246810.0,19.33511608119606,0.5,0.5,54953.8024691358,261546.0,5343056.0,WWW.BALANCEPRO.ORG,85,17336495.0
1774,94-1712371,Jobtrain Inc,Menlo Park,CA,1686096000000000000,White/Caucasian/European,Male,,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,19.0,6.0,3.0,1.0,,0.0,1.0,8.0,0.0,,,,9.0,10.0,,,,,,,,,,0.0,19.0,,,,,7.0,1.0,1.0,1.0,,,,3.0,1.0,,,,4.0,3.0,,,,,,,7.0,2.0,5.0,,,,,,,74.0,14.0,11.0,21.0,,0.0,,23.0,5.0,,,,47.0,25.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,178016.0,100.0,1.0,0.0,68754.98876404495,178016.0,6297210.0,www.jobtrainworks.org,90,8949079.0
1775,94-1725204,Service Opportunity for Seniors,SAN LEANDRO,CA,1662595200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,2.0,1.0,1.0,,,,7.0,,,,,5.0,6.0,,,,,,,,,,,,,,,,5.0,,2.0,,,,,3.0,,,,,1.0,4.0,,,,,5.0,,,2.0,3.0,,,,5.0,,,54.0,4.0,9.0,5.0,,,,11.0,6.0,,19.0,,16.0,12.0,,26.0,,,,,,,,,,,,,,0.0,165229.0,100.0,1.0,0.0,25840.466666666667,165229.0,2490871.0,WWW.SOSMOW.ORG,91,7026415.0
1777,94-1730465,Earthjustice,San Francisco,CA,1676505600000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,31.0,0.0,3.0,5.0,,2.0,,21.0,,,,,14.0,17.0,0.0,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,4.0,1.0,,,,4.0,3.0,,,,,,,,,,,,,,,,565.0,82.0,60.0,66.0,,4.0,,310.0,35.0,,8.0,,377.0,182.0,,6.0,,,,,,,,,,,,,,380771.8333333333,353665.8333333333,-7.664297041227713,0.5,0.5,138879.0700854701,536931.0,85650882.0,WWW.EARTHJUSTICE.ORG,597,135320966.0
1778,94-1735064,NORTH MARIN COMMUNITY SERVICES,Novato,CA,1651072416000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,1.0,1.0,4.0,,,,7.0,4.0,,,,11.0,6.0,,,,,17.0,,,,17.0,,,1.0,15.0,,1.0,13.0,1.0,,4.0,,,,7.0,,,1.0,,11.0,1.0,,1.0,,,12.0,1.0,,3.0,9.0,1.0,,3.0,9.0,1.0,,64.0,1.0,,28.0,,,,26.0,,,9.0,,47.0,10.0,,7.0,,,57.0,7.0,,9.0,42.0,13.0,,6.0,47.0,7.0,4.0,196321.5,0.0,-1.0,0.0,1.0,51127.22857142857,205300.0,3971549.0,www.northmarincs.org,72,7031738.0
1780,94-1744108,LA Clinica De La Raza Inc,Oakland,CA,1695945600000000000,Hispanic/Latino/Latina/Latinx,Female,,Heterosexual or Straight,Person without a disability,,,,,,13.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,9.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.0,120.0,30.0,760.0,0.0,6.0,15.0,168.0,40.0,,2.0,35.0,1009.0,165.0,2.0,0.0,0.0,2.0,,,1174.0,,,,,,,,,250046.33333333334,276352.0,9.518898602748182,0.3076923076923077,0.6923076923076923,65654.55660377358,403474.0,93827804.0,WWW.LACLINICA.ORG,1391,144117914.0
1782,94-2221305,Childrens Council of San Francisco,San Francisco,CA,1615887674000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,0.0,5.0,0.0,,,,12.0,,,1.0,,12.0,6.0,,,,,,,,,,,,,,,,17.0,3.0,5.0,3.0,,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,120.0,43.0,13.0,33.0,,,,28.0,3.0,,,,,,,,,,,,,,,,,,,,,224993.5,204014.0,-10.283362906467202,0.3333333333333333,0.6666666666666666,76416.44186046511,286967.0,10511722.0,www.childrenscouncil.org,132,112164569.0
1783,94-2221849,Bill Wilson Center,SANTA CLARA,CA,1682899200000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,13.0,0.0,3.0,2.0,,,,7.0,1.0,,,,7.0,6.0,,,,,13.0,,,1.0,12.0,,,,,,,8.0,1.0,1.0,2.0,,,,4.0,,,,,5.0,3.0,,,,,,8.0,,2.0,6.0,,,,,8.0,,218.0,25.0,21.0,111.0,,,4.0,48.0,9.0,,,,162.0,52.0,4.0,,,,,218.0,,,,218.0,,,,218.0,,211361.66666666666,378976.0,44.22821849756537,0.25,0.75,46180.27424749164,378976.0,14820963.0,WWW.BILLWILSONCENTER.ORG,303,27394642.0
