ein,org_name,web_address,num_employees,total_revenue,total_compensation,highest_salary,avg_employee_comp,pay_gap,percent_male,percent_female,category_gender_percentages
74-2122979,SAN ANTONIO FOOD BANK,WWW.SAFOODBANK.ORG,321,177651819.0,15652661.0,443521.0,44750.05714285714,27.36496280680119,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
74-2127841,Homeward Bound Inc,www.homewardboundinc.org,249,10764247.0,7016198.0,182797.0,27554.03629032258,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
74-2162248,Hope Media Group,https://hopemediagroup.com/,127,27022757.0,10818715.0,280322.0,78351.19327731093,10.390261040738388,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
74-2178792,SAN ANTONIO BOTANICAL GARDEN SOCIETY INC,WWW.SABOT.ORG,143,11520313.0,3164547.0,209803.0,20808.056338028167,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
74-2238462,Military Community Youth Ministries,www.mcym.org,70,1821768.0,1176667.0,144821.0,14954.289855072464,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
74-2333088,SA YOUTH,WWW.SANANTONIOYOUTH.ORG,107,2327387.0,1906475.0,166000.0,16419.575471698114,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
74-2336171,The Food Bank for Larimer County,www.foodbanklarimer.org,59,24388782.0,3154004.0,177018.0,51327.34482758621,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
74-2369123,Court Appointed Special Advocatesof Travis County,www.casatravis.org,100,7171815.0,5061531.0,184165.0,49266.32323232323,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
74-2373217,AUSTIN HABITAT FOR HUMANITY INC,WWW.AUSTINHABITAT.ORG,168,22735671.0,5786120.0,222104.0,33317.46107784431,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
74-2429518,COASTAL BEND WELLNESS FOUNDATION INC,www.cbwellness.org,168,15685384.0,6976830.0,239067.0,38376.70303030303,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
74-2436920,REFUGEE & IMMIGRANT CENTER FOREDUCATION & LEGAL SERVICES,WWW.RAICESTEXAS.ORG,359,27498121.0,24114103.0,340390.0,64372.76988636364,18.786407905982603,42.857142857142854,57.14285714285714,"{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666, 'OfficerInd_percent_female': 0.0}"
74-2469139,SJRC TEXAS INC,WWW.SJRCTEXAS.ORG,185,24988848.0,7949023.0,200348.0,41483.80327868852,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
74-2559514,TEXAS PUBLIC RADIO,WWW.TPR.ORG,72,6350039.0,3908318.0,264451.0,51322.07042253521,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
74-2562585,CENTER FOR CHILD PROTECTION,WWW.CENTERFORCHILDPROTECTION.ORG,91,7709768.0,4859851.0,195941.0,51821.22222222222,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
74-2633697,CHILDSAFE,WWW.CHILDSAFE-SA.ORG,85,5686697.0,3912377.0,179575.0,44438.119047619046,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
74-2659746,SAN ANTONIO CHILDREN'S MUSEUM,WWW.THEDOSEUM.ORG,87,7193393.0,2599420.0,243349.0,26306.435294117648,50.678244003468265,50.0,50.0,"{'FormerOfcrDirectorTrusteeInd_percent_female': 100.0, 'OfficerInd_percent_female': 0.0}"
74-2989580,THE MIRACLE FOUNDATION INC,WWW.MIRACLEFOUNDATION.ORG,14,5222541.0,1931497.0,169565.0,133390.16666666666,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
74-3062511,TECH IMPACT,WWW.TECHIMPACT.ORG,142,15289025.0,7842325.0,338254.0,49308.50364963504,33.44534581402374,40.0,60.0,{'IndividualTrusteeOrDirectorInd_percent_female': 60.0}
74-6026198,BOYS AND GIRLS COUNTRY OF HOUSTON INC,WWW.BOYSANDGIRLSCOUNTRY.ORG,65,7957551.0,4059121.0,174467.0,60697.71875,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
74-6087356,BOYS AND GIRLS CLUBS OF AUSTINAND TRAVIS COUNTY INC,WWW.BGCAUSTIN.ORG,150,8192816.0,4348751.0,197031.0,27863.892617449663,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
75-0800634,CHILDCAREGROUP,WWW.CHILDCAREGROUP.ORG,484,29694811.0,20856797.0,204994.0,42462.68464730291,-10.934092397274728,50.0,50.0,{'OfficerInd_percent_female': 50.0}
75-0800699,WOMEN IN NEED OF GENEROUS SUPPORT,WWW.WINGSDALLAS.ORG,41,4127813.0,2364023.0,210366.0,50913.92307692308,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
75-0808774,Dallas Museum of Art,WWW.DMA.ORG,335,50059410.0,15375516.0,660598.0,41999.18787878788,44.66927839449163,40.0,60.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'KeyEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 50.0}"
75-0818172,PRESBYTERIAN CHILDREN'S HOMES & SERVICES,WWW.PCHAS.ORG,371,29606729.0,18008888.0,279772.0,45816.69863013698,16.5574928714637,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
75-0858360,UNITED WAY OF TARRANT COUNTY,WWW.UNITEDWAYTARRANT.ORG,83,24093553.0,6139592.0,306324.0,65566.73076923077,23.502662680894026,20.0,80.0,{'IndividualTrusteeOrDirectorInd_percent_female': 80.0}
75-0917409,THE GLADNEY CENTER FOR ADOPTION,WWW.GLADNEY.ORG,122,9701445.0,5975337.0,287927.0,44122.68907563025,7.133779325031772,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
75-1152657,BOYS & GIRLS CLUBS OF GREATER DALLAS INC,WWW.BGCDALLAS.ORG,296,9196738.0,4468547.0,242939.0,14324.094915254238,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
75-1216660,SPCA OF TEXAS,WWW.SPCA.ORG,267,18544782.0,10235477.0,193020.0,36356.50570342205,-9.262022532790644,25.0,75.0,"{'HighestCompensatedEmployeeInd_percent_female': 66.66666666666666, 'OfficerInd_percent_female': 100.0}"
75-1282040,THE WARREN CENTER INC,WWW.THEWARRENCENTER.ORG,111,7869523.0,6493592.0,170649.0,57481.3,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
75-1478918,GOODWILL INDUSTRIES OF EAST TEXAS INC,WWW.GOODWILLEASTTEXAS.COM,491,14902299.0,7898681.0,218088.0,15674.679591836735,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
75-1485951,CLAYTON CHILD CARE INC,WWW.CLAYTONYOUTH.ORG,425,17902037.0,8351824.0,185342.0,19260.57075471698,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
75-1568798,MEALS ON WHEELS INC OF TARRANT COUNTY,WWW.MEALSONWHEELS.ORG,93,12671195.0,4492664.0,163047.0,47061.05434782609,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
75-1658287,NATIONAL DOMESTIC VIOLENCE HOTLINE,THEHOTLINE.ORG/LOVEISRESPECT.ORG,231,25682744.0,14687778.0,283205.0,60966.41850220264,-31.167715640766115,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
75-1670281,SAFEHAVEN OF TARRANT COUNTY,WWW.SAFEHAVENTC.ORG,218,11064141.0,6433990.0,160703.0,28909.15668202765,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
75-1728505,MI ESCUELITA PRESCHOOL INC,WWW.MIESCUELITA.ORG,98,5446552.0,4045843.0,170333.0,39953.71134020619,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
75-1734175,Denton County Friends of the FamilyInc,www.dcfof.org,0,7114415.0,4391552.0,178078.0,-4213474.0,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
75-1770140,THE CONCILIO,www.theconcilio.org,56,3240139.0,1528391.0,172393.0,24654.50909090909,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
75-1992728,Jewish Family Service of Dallas Inc,www.jfsdallas.org,101,12616170.0,6568784.0,255893.0,61386.795918367345,-72.32722191356466,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
75-2044117,COMMUNITIES IN SCHOOLS OF THE DALLASREGIONINC,WWW.CISDALLAS.ORG,239,12139498.0,7881170.0,165291.0,32419.659663865546,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
75-2057692,WEST TEXAS FOOD BANK,www.wtxfoodbank.org,67,29855581.0,3660559.0,269037.0,49112.21538461538,-35.03975344831048,50.0,50.0,{'OfficerInd_percent_female': 50.0}
75-2084961,NORTH TEXAS PUBLIC BROADCASTING INC,WWW.KERA.ORG,168,26329429.0,12020658.0,433520.0,63029.5786163522,27.201092498716083,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
75-2105579,FAMILY GATEWAY INC,WWW.FAMILYGATEWAY.ORG,88,5756628.0,3384805.0,240512.0,36141.29885057471,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
75-2133827,VOGEL ALCOVE,WWW.VOGELALCOVE.ORG,80,6240891.0,4185336.0,230695.0,50058.74683544304,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
75-2170035,BIG THOUGHT,www.bigthought.org,92,10675697.0,6163417.0,229888.0,63929.11111111111,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
75-2235660,HALO FLIGHT INC,WWW.HALOFLIGHT.ORG,59,13101018.0,5833284.0,234870.0,92944.94642857143,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
75-2332948,CITYSQUARE,WWW.CITYSQUARE.ORG,459,26345029.0,9973530.0,206050.0,20046.30396475771,16.595092790418132,60.0,40.0,"{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333, 'OfficerInd_percent_female': 50.0}"
75-2353393,RightNow Ministries International Inc,www.rightnowmedia.org,223,33884225.0,16800597.0,342726.0,67322.24170616113,4.2478376589335625,83.33333333333334,16.666666666666664,"{'IndividualTrusteeOrDirectorInd_percent_female': 18.181818181818183, 'OfficerInd_percent_female': 0.0}"
75-2389095,CHILDRENS ADVOCACY CENTER OFCOLLIN COUNTY INC,WWW.CACCOLLINCOUNTY.ORG,67,7564621.0,4447314.0,211244.0,62490.230769230766,-21.26173186762722,50.0,50.0,{'OfficerInd_percent_female': 50.0}
75-2559765,CHILDRENS ADVOCACY CENTER FOR NORTHTEXAS INC,WWW.CACNORTHTEXAS.ORG,93,6347395.0,4873817.0,191400.0,50895.836956521736,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
75-6037853,CIVIL AIR PATROL,WWW.GOCIVILAIRPATROL.COM,169,97440474.0,14395495.0,202256.0,80456.61875,7.761396584935584,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
76-0031827,COMMUNITIES IN SCHOOLS OF HOUSTON INC,WWW.CISHOUSTON.ORG,305,33424349.0,15582845.0,215439.0,50550.67763157895,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
76-0044172,Memorial Assistance Ministries,www.mamhouston.org,109,8704582.0,4482696.0,206004.0,39599.0,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
76-0088702,NORTHWEST ASSISTANCE MINISTRIES,www.namonline.org,97,10325392.0,4056512.0,217317.0,39991.614583333336,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
76-0193812,THE ROSE,THEROSE.ORG,134,15797172.0,6844687.0,187092.0,48654.28244274809,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
76-0207084,Houston Habitat for Humanity Inc,www.houstonhabitat.org,75,15491182.0,3623530.0,196806.0,44683.520547945205,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
76-0257018,COALITION FOR THE HOMELESS OFHOUSTON/HARRIS COUNTY,WWW.HOMELESSHOUSTON.ORG,72,22868062.0,5561496.0,249150.0,73604.7,35.77483443708609,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
76-0270942,Boys and Girls Clubs of Greater HoustonInc,www.bgcgh.org,289,12542144.0,6804752.0,269276.0,21025.273684210526,19.570681837359164,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
76-0297531,Civic Heart Community Services(fka Change Happens),www.civicheart.org,78,7578919.0,4167167.0,194362.0,51594.87012987013,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
76-0324875,Living Water International,www.water.cc,66,22628550.0,6688485.0,362907.0,90013.43333333333,9.623788922734969,83.33333333333334,16.666666666666664,{'IndividualTrusteeOrDirectorInd_percent_female': 16.666666666666664}
76-0622208,Houston Community Health Centers Inc,WWW.VECINOHEALTHCENTERS.ORG,98,13116207.0,6305541.0,233253.0,50268.5393258427,10.855538728052878,22.22222222222222,77.77777777777779,"{'HighestCompensatedEmployeeInd_percent_female': 80.0, 'KeyEmployeeInd_percent_female': 66.66666666666666, 'OfficerInd_percent_female': 100.0}"
76-0647934,HEALTHCARE FOR THE HOMELESS-HOUSTON,WWW.HOMELESS-HEALTHCARE.ORG,58,7057693.0,5062201.0,193347.0,83553.83928571429,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
76-0690847,GRACE SCHOOL OF THEOLOGY,WWW.GSOT.EDU,74,6167472.0,2749299.0,258862.0,34115.57534246575,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
77-0097156,CHILDRENS CABINET,WWW.CHILDRENSCABINET.ORG,182,164711379.0,8691135.0,180192.0,47021.78453038674,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
77-0155997,SAN JOSE CONSERVATION CORP & CHARTERSCHOOL,WWW.SJCCCHARTERSCHOOL.ORG,443,20498462.0,11101281.0,178750.0,24132.234090909093,14.867692307692307,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
77-0169214,Foodbank of Santa Barbara County Inc,www.foodbanksbc.org,72,42194834.0,4001882.0,293725.0,50392.94285714286,38.49655289811899,50.0,50.0,{'OfficerInd_percent_female': 50.0}
77-0326685,SECOND HARVEST FOOD BANKSANTA CRUZ COUNTY,WWW.THEFOODBANK.ORG,66,25802721.0,4391306.0,168577.0,64965.06153846154,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
77-0440090,LUCILE PACKARD FOUNDATION FOR CHILDREN'SHEALTH,WWW.LPFCH.ORG,126,230032578.0,21110509.0,995098.0,147505.47826086957,-88.42073094180158,45.45454545454545,54.54545454545454,{'IndividualTrusteeOrDirectorInd_percent_female': 54.54545454545454}
77-0480427,ANITA BORG INSTITUTE FOR WOMEN ANDTECHNOLOGY,WWW.ANITABORG.ORG,91,46397164.0,10402278.0,584327.0,98362.55555555556,3.358437441942972,40.0,60.0,{'IndividualTrusteeOrDirectorInd_percent_female': 60.0}
77-0485946,POSITIVE COACHING ALLIANCE,WWW.POSITIVECOACH.ORG,53,9531237.0,6768477.0,355543.0,113254.91489361702,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
77-0568469,READING PARTNERS,WWW.READINGPARTNERS.ORG,730,49953069.0,22549083.0,385408.0,28947.373961218836,-22.40208386333219,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 75.0}"
77-0653711,Edventure More,www.edventuremore.org,508,7273409.0,4004702.0,187416.0,7529.163708086785,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
80-0290896,NOMI NETWORK INC,WWW.NOMINETWORK.ORG,18,3729096.0,1508330.0,157638.0,79452.4705882353,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
80-0478843,CHILD MIND INSTITUTE INC,WWW.CHILDMIND.ORG,152,71051674.0,15357239.0,719306.0,83784.73239436619,20.588698946599866,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
80-0835023,TURNING POINT USA INC,TPUSA.COM,709,80642111.0,17168725.0,444316.0,22805.685106382978,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
80-0951255,First Look Institute Inc,www.firstlook.org,93,13712748.0,17413540.0,502534.0,172054.60975609755,6.44748425511998,63.63636363636363,36.36363636363637,"{'IndividualTrusteeOrDirectorInd_percent_female': 20.0, 'KeyEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 50.0}"
81-0615887,FOUNDATION FOR STUDENTS RISING ABOVE,WWW.STUDENTSRISINGABOVE.ORG,69,5050190.0,2949975.0,255000.0,39631.98529411765,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
81-0622701,THE SAN FRANCISCO SHERIFF'S DEPARTMENTFIVE KEYS CHARTER SCHOOL,WWW.FIVEKEYSCHARTER.ORG,1465,97031582.0,67973719.0,391866.0,44341.32825484764,8.212878311914048,33.33333333333333,66.66666666666666,"{'HighestCompensatedEmployeeInd_percent_female': 66.66666666666666, 'IndividualTrusteeOrDirectorInd_percent_female': 80.0, 'OfficerInd_percent_female': 61.53846153846154}"
81-4945849,POLICING EQUITY,WWW.POLICINGEQUITY.ORG,135,21165566.0,9815760.0,269249.0,62888.264,-4.977369720893225,80.0,20.0,{'IndividualTrusteeOrDirectorInd_percent_female': 20.0}
81-4985512,THE BAIL PROJECT INC,WWW.BAILPROJECT.ORG,195,18509125.0,11762742.0,339374.0,53799.66310160428,9.641452238024405,62.5,37.5,{'IndividualTrusteeOrDirectorInd_percent_female': 37.5}
81-5434098,ALLIANCECHICAGO,WWW.ALLIANCECHICAGO.ORG,76,8551677.0,4135659.0,285678.0,30641.151515151516,7.104693528057348,60.0,40.0,"{'HighestCompensatedEmployeeInd_percent_female': 0.0, 'KeyEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 50.0}"
81-5461345,GLOBAL FISHING WATCH INC,HTTPS://GLOBALFISHINGWATCH.ORG/,22,8706351.0,5013584.0,213279.0,249765.46666666667,5.24242833355834,57.14285714285714,42.857142857142854,{'IndividualTrusteeOrDirectorInd_percent_female': 42.857142857142854}
82-1007988,DEMOCRACY FORWARD FOUNDATION,www.democracyforward.org,33,6175849.0,3978636.0,292872.0,95395.76,11.934976080958933,50.0,50.0,"{'HighestCompensatedEmployeeInd_percent_female': 60.0, 'KeyEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 50.0}"
82-1719128,Newark Community Street Team Inc,www.newarkcommunitystreetteam.org,104,5400208.0,2142716.0,173484.0,19118.757281553397,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
82-2167556,INTERNATIONAL REFUGEE ASSISTANCE PROJECTINC,REFUGEERIGHTS.ORG,88,66214216.0,12698623.0,307624.0,135927.1794871795,-12.804957344985432,10.0,90.0,{'IndividualTrusteeOrDirectorInd_percent_female': 90.0}
82-3776329,NDN COLLECTIVE,NDNCOLLECTIVE.ORG,60,58730089.0,5375362.0,208804.0,85016.40350877192,23.22393249171472,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
82-5408579,URBAN ALCHEMY,WWW.URBAN-ALCHEMY.US/,1329,51179845.0,38332222.0,218913.0,28591.853051996986,-27.334225221033037,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
83-0396815,PROJECT HEALTHY CHILDREN INC,WWW.PROJECTHEALTHYCHILDREN.ORG,2,5788977.0,337950.0,196424.0,141526.0,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
83-0421712,Eastern Carolina Homelessness Org Inc,www.echomeless.org,79,13355938.0,2784946.0,171586.0,33504.61538461538,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
83-1740146,UNITED STATES ENERGY FOUNDATION,WWW.EF.ORG,97,181891970.0,13770140.0,534119.0,119620.19318181818,-10.498443948150118,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
84-0432950,AMERICAN HUMANE ASSOCIATION,WWW.AMERICANHUMANE.ORG,93,24505109.0,9334108.0,764421.0,79280.70588235294,35.41118221824231,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
84-0520493,MENTAL HEALTH CENTER OF BOULDER COUNTYINC,WWW.MHPCOLORADO.ORG,533,49555010.0,30537969.0,313656.0,54669.31749049429,11.401140730583199,57.14285714285714,42.857142857142854,"{'HighestCompensatedEmployeeInd_percent_female': 20.0, 'OfficerInd_percent_female': 100.0}"
84-0570279,SAVIO HOUSE,WWW.SAVIOHOUSE.ORG,224,14730241.0,10028000.0,278742.0,43132.64414414414,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
84-0571145,ATTENTION INC,WWW.TGTHR.ORG,100,3722203.0,3355129.0,164515.0,30999.561224489797,7.207853387229128,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
84-0599572,THIRD WAY CENTER INC,WWW.THIRDWAYCENTER.ORG,232,12672196.0,9076343.0,256065.0,36784.01746724891,22.531779040478003,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
84-0611876,NATIVE AMERICAN RIGHTS FUND INC,WWW.NARF.ORG,59,17548546.0,8213073.0,278327.0,119554.10416666667,-1.1189648547454558,54.54545454545454,45.45454545454545,"{'HighestCompensatedEmployeeInd_percent_female': 40.0, 'OfficerInd_percent_female': 50.0}"
84-0730973,FAMILY TREE INC,WWW.THEFAMILYTREE.ORG,169,9395162.0,6254766.0,177943.0,36171.56547619047,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
84-0951575,Colorado Coalition for the Homeless,WWW.COLORADOCOALITION.ORG,930,122412715.0,53094563.0,415767.0,53988.049126637554,21.042960272977343,64.28571428571429,35.714285714285715,"{'HighestCompensatedEmployeeInd_percent_female': 60.0, 'OfficerInd_percent_female': 22.22222222222222}"
84-1052916,Colorado Springs Independence Center,www.theindependencecenter.org,370,13581012.0,11668260.0,173156.0,31152.043360433603,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
84-1113831,WESTERN RESOURCE ADVOCATES,WWW.WESTERNRESOURCEADVOCATES.ORG,87,11110162.0,5525328.0,254026.0,57637.385542168675,19.331756539359382,75.0,25.0,{'IndividualTrusteeOrDirectorInd_percent_female': 25.0}
84-1141078,THE FRIENDSHIP BRIDGE,WWW.FRIENDSHIPBRIDGE.ORG,11,7954696.0,3886838.0,176013.0,394928.77777777775,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
84-1166148,WATER FOR PEOPLE,WWW.WATERFORPEOPLE.ORG,61,41191880.0,11518769.0,280860.0,187193.93103448275,-47.564368296200556,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
84-1212246,URBAN PEAK DENVER,WWW.URBANPEAK.ORG,121,13197874.0,5392941.0,209314.0,43196.89166666667,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
84-1328829,COMPASSION & CHOICES,WWW.COMPASSIONANDCHOICES.ORG,113,22133831.0,11345614.0,272467.0,93781.69158878505,-22.40542517937399,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
84-1351483,THE WILD ANIMAL SANCTUARY,WWW.WILDANIMALSANCTUARY.ORG,139,31848432.0,5962409.0,258925.0,40533.83211678832,41.93337839142609,50.0,50.0,{'OfficerInd_percent_female': 50.0}
84-1550819,MOTHERS WITHOUT BORDERS,WWW.MOTHERSWITHOUTBORDERS.ORG,15,1572153.0,844688.0,165928.0,48482.857142857145,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
84-1700955,THREAD INC,WWW.THREAD.ORG,99,4591129.0,3733934.0,163282.0,35237.845360824744,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
84-6032307,MORRIS ANIMAL FOUNDATION,WWW.MORRISANIMALFOUNDATION.ORG,64,18067931.0,6785393.0,341746.0,90111.625,-13.949569745848311,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 66.66666666666666}"
85-0197752,SER Jobs Progress National Inc,www.ser-national.org,1939,28571341.0,22773476.0,425350.0,11531.540763673891,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
85-6000484,SANTA FE ANIMAL SHELTER AND HUMANESOCIETY INC,SFHUMANESOCIETY.ORG,160,9471649.0,5179203.0,192276.0,31364.32075471698,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
86-0133718,BOYS & GIRLS CLUB OF GREATERSCOTTSDALE INC,WWW.BGCS.ORG,236,12624674.0,4993801.0,238409.0,20235.71063829787,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
86-0136925,DESERT BOTANICAL GARDEN INC,WWW.DBG.ORG,266,39207596.0,12051356.0,362962.0,41842.9846743295,47.14494905802811,20.0,80.0,{'IndividualTrusteeOrDirectorInd_percent_female': 80.0}
86-0251984,CHILD & FAMILY RESOURCES INC,WWW.CHILDFAMILYRESOURCES.ORG,333,18014944.0,11211373.0,203437.0,33156.43373493976,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
86-0256667,A NEW LEAF,WWW.TURNANEWLEAF.ORG,637,31662926.0,20337817.0,276540.0,30865.592417061613,33.45922660997999,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
86-0404687,SUN CITY AREA INTERFAITH SERVICES INC,WWW.BENEVILLA.ORG,136,8266561.0,3881628.0,188961.0,27353.088888888888,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
86-0407179,SOUTHWEST HUMAN DEVELOPMENT,WWW.SWHD.ORG,1176,65223466.0,48209325.0,232967.0,40064.92551369863,-9.154343202185467,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
86-0500753,CENTRAL ARIZONA SHELTER SERVICES INC,WWW.CASSAZ.ORG,119,22356024.0,5019096.0,303893.0,39301.52136752137,-100.0,0.0,100.0,"{'IndividualTrusteeOrDirectorInd_percent_female': 100.0, 'OfficerInd_percent_female': 100.0}"
86-0521062,UMOM NEW DAY CENTERS INC,WWW.UMOM.ORG,338,21978699.0,10965893.0,287320.0,30406.3622754491,35.26105707935721,50.0,50.0,{'OfficerInd_percent_female': 50.0}
86-0550646,BOYS & GIRLS CLUBS OF THE VALLEY INC,WWW.BGCAZ.ORG,679,34353301.0,15081731.0,398375.0,20273.136904761905,-36.45963296646115,28.57142857142857,71.42857142857143,{'IndividualTrusteeOrDirectorInd_percent_female': 71.42857142857143}
