,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
1443,721505359,National Network of Public Health Institutes,New Orleans,LA,1670198400000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,2.0,,,,,1.0,2.0,,,,,,,,,,,,0.0,3.0,,,66.0,,21.0,4.0,,4.0,,26.0,3.0,,8.0,,56.0,10.0,,,,,,,,,,,,,,,,174459.5,242772.5,28.138689513845268,33.33333333333333,66.66666666666666,78556.44067796611,302455.0,5818213.0,WWW.NNPHI.ORG,65,19342769.0,80.0,70.0,33.33333333333333,50.0,
1444,730555125,Society of Exploration Geophysicists,Tulsa,OK,1693958400000000000,,,,,,,,,,,14.0,,,,,,,,,,,,5.0,9.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,46.0,10.0,,,,,,,,,,,,,,,,0.0,207918.5,100.0,100.0,0.0,91097.59183673469,252105.0,5295456.0,WWW.SEG.ORG,53,8901872.0,66.66666666666666,41.66666666666667,13.333333333333334,0.0,
1446,730641590,Goodwill Industries of Central Oklahoma Inc,Oklahoma City,OK,1676419200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,3.0,2.0,,2.0,,11.0,,,,,8.0,10.0,,,,,,,,,,,,,,,,14.0,,2.0,1.0,,1.0,,10.0,,,,,6.0,8.0,,,,,,,,,,,,2.0,8.0,4.0,,837.0,10.0,157.0,67.0,,61.0,,458.0,37.0,,,47.0,450.0,385.0,,2.0,,,,,,,,,,119.0,282.0,14.0,422.0,173759.0,217284.33333333334,20.03151017177186,60.0,40.0,12794.43274853801,297550.0,25065699.0,WWW.OKGOODWILL.ORG,1886,45715064.0,20.0,46.666666666666664,50.0,66.66666666666666,
1447,730657931,Mental Health Association in Tulsa Inc,Tulsa,OK,1685664000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,3.0,2.0,,,,2.0,3.0,,,,,5.0,,,,,,,1.0,4.0,,,162.0,16.0,30.0,11.0,,10.0,,55.0,40.0,,,,120.0,40.0,2.0,,,,,,,28.0,134.0,,,31.0,125.0,6.0,,266999.0,0.0,-1.0,0.0,100.0,27432.35661764706,266999.0,7728600.0,www.mhaok.org,273,17459296.0,,48.484848484848484,55.55555555555556,,
1448,730707328,World Neighbors Inc,Oklahoma City,OK,1692316800000000000,White/Caucasian/European,Female,,,,,,,,,14.0,1.0,1.0,,,,,12.0,,,,,8.0,6.0,,,,,,,,,,,,,,,,7.0,1.0,2.0,1.0,,0.0,,3.0,0.0,,0.0,0.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,52.0,21.0,11.0,15.0,,,,5.0,,,,,16.0,36.0,,,,,,,,,,,,,,,,262665.0,156637.0,-67.6902647522616,50.0,50.0,320598.5,262665.0,1701696.0,www.wn.org,6,3387870.0,,50.0,66.66666666666666,,
1450,730930123,Community Health Centers Inc,SPENCER,OK,1683763200000000000,Black/African American,Female,,,,,,,,,12.0,0.0,6.0,1.0,,0.0,,5.0,0.0,,0.0,0.0,7.0,5.0,,,,,,,,,,,,,,,,6.0,1.0,4.0,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,176.0,4.0,108.0,4.0,,2.0,,51.0,3.0,,,4.0,151.0,25.0,,,,,,,,,,,,,,,,199875.0,193800.0,-3.1346749226006194,20.0,80.0,44681.890410958906,300000.0,11771934.0,WWW.COMMUNITYHEALTHOK.ORG,229,18258576.0,60.0,58.333333333333336,83.33333333333334,100.0,
1452,731019247,Community Action Project of Tulsa County Inc,Tulsa,OK,1649069783000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,15.0,1.0,5.0,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,600.0,23.0,129.0,158.0,,32.0,,232.0,20.0,1.0,5.0,,552.0,48.0,,,,,,,,,,,,5.0,257.0,338.0,,225822.0,175288.5,-28.82875944514329,40.0,60.0,51095.67261904762,342380.0,35364335.0,WWW.CAPTULSA.ORG,677,60674476.0,80.0,46.666666666666664,33.33333333333333,,
1454,731125389,Meals On Wheels of Metro Tulsa Inc,TULSA,OK,1662024939000000000,White/Caucasian/European,Female,,,,,,,,,19.0,2.0,4.0,4.0,,2.0,,7.0,,,,,10.0,9.0,,,,,,,,,,,,,,,,5.0,0.0,1.0,1.0,,,,3.0,,,,,1.0,4.0,,,,,5.0,,0.0,,5.0,,,,5.0,,0.0,64.0,,11.0,2.0,,,,47.0,4.0,,,,43.0,21.0,,,,,,,64.0,2.0,62.0,,,,,,64.0,0.0,189560.0,100.0,100.0,0.0,22108.271604938273,189560.0,1980330.0,WWW.MEALSONWHEELS.ORG,82,11740152.0,,33.33333333333333,50.0,,
1457,731419279,New Hope Housing Inc,Houston,TX,1689033600000000000,,,,,,,,,,,16.0,,,2.0,,,,14.0,,,,,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,5.0,61.0,32.0,,1.0,,19.0,1.0,,,,76.0,43.0,,,,,,,,,,,,,,,,184235.75,0.0,-1.0,0.0,100.0,8119.143835616438,199897.0,1764317.0,www.newhopehousing.com,150,6697564.0,100.0,53.84615384615385,66.66666666666666,,
1458,731628382,Bipartisan Policy Center Inc,Washington,DC,1685577600000000000,Black/African American,Female,Not transgender (cisgender),,,,,,,,20.0,2.0,4.0,4.0,,,,10.0,,,,,7.0,13.0,,,,,,,,,,,,,,,,10.0,,3.0,,,,,7.0,,,,,7.0,3.0,,,,,,,,,,,,,,,,109.0,10.0,17.0,4.0,,,,78.0,,,,,59.0,50.0,,,,,,,,,,,,,,,,233740.0,365003.0,35.962170173943775,33.33333333333333,66.66666666666666,88596.10638297872,679469.0,15821983.0,BIPARTISANPOLICY.ORG,153,44892397.0,80.0,39.130434782608695,66.66666666666666,33.33333333333333,100.0
1459,741093771,Contemporary Arts Museum Houston,Houston,TX,1700179200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,27.0,,2.0,1.0,,0.0,,24.0,,,,,14.0,12.0,1.0,,,,,,27.0,2.0,25.0,,,,27.0,,,9.0,,4.0,,,,,5.0,,,,,8.0,1.0,,,,,,,9.0,,,,9.0,,,,9.0,57.0,,9.0,14.0,,,6.0,20.0,8.0,,,,39.0,15.0,2.0,,1.0,,,,57.0,21.0,36.0,,,5.0,52.0,,,0.0,245701.0,100.0,100.0,0.0,23713.61842105263,245701.0,2047936.0,www.camh.org,77,6603758.0,100.0,50.0,57.14285714285714,,
1462,741109644,Girl Scouts of Central Texas Inc,Austin,TX,1668556800000000000,White/Caucasian/European,Female,,,,,,,,,21.0,1.0,3.0,3.0,,,,14.0,,,,,20.0,1.0,,,,,,,,,,,,,,,,16.0,1.0,2.0,3.0,,,,10.0,,,,,16.0,,,,,,,,,,,,,,,,,93.0,3.0,10.0,17.0,,2.0,,57.0,1.0,,3.0,,85.0,8.0,,,,,,,,,,,,,,,,178045.0,0.0,-1.0,0.0,100.0,31578.466321243523,178045.0,6272689.0,WWW.GSCTX.ORG,194,14545283.0,,90.47619047619048,88.88888888888889,,
1463,741109660,The Childrens Shelter,San Antonio,TX,1655459168000000000,White/Caucasian/European,Female,,Heterosexual or Straight,,,,,,,21.0,,,,,,,,,,,,11.0,10.0,,,,,,,,,,,,,,,,7.0,,,3.0,,,,4.0,,,,,6.0,1.0,,,,,,,7.0,,,,7.0,1.0,,,6.0,88.0,,,,,,,,,,,,,,,,88.0,,,,88.0,,,,88.0,,,,88.0,268380.0,0.0,-1.0,0.0,100.0,52762.06140350877,268380.0,6283255.0,WWW.CHILDRENSSHELTER.ORG,115,7503653.0,100.0,53.84615384615385,62.5,,
1464,741143086,Seven Acres Jewish Senior Care Services Inc,Houston,TX,1698019200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,59.0,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,3.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,160728.5,227500.0,29.350109890109888,33.33333333333333,66.66666666666666,44558.635416666664,227500.0,9104215.0,WWW.SEVENACRES.ORG,195,19338972.0,,35.41666666666667,43.75,,
1465,741152607,Jewish Family Service,Houston,TX,1696377600000000000,White/Caucasian/European,Male,,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,49.0,,,,,,,,,,,,,,,,,0.0,49.0,,,0.0,49.0,,,2.0,47.0,,,5.0,1.0,,,,,,4.0,,,,,4.0,1.0,,,,0.0,5.0,,,1.0,4.0,,,0.0,5.0,,,55.0,1.0,5.0,3.0,,0.0,,46.0,,,,,48.0,7.0,,,,0.0,55.0,,,3.0,52.0,,,5.0,50.0,,,203144.0,167458.0,-21.31041813469646,25.0,75.0,44096.98717948718,271313.0,4216455.0,WWW.JFSHOUSTON.ORG,82,11731344.0,,58.82352941176471,66.66666666666666,,
1466,741157373,Houston Symphony Society,Houston,TX,1687219200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,110.0,9.0,3.0,5.0,,,,93.0,,,,,37.0,73.0,,,,,,,,,,,,,,,,6.0,,,1.0,,,,5.0,,,,,5.0,1.0,,,,,6.0,,,,,,6.0,,,,6.0,55.0,,3.0,9.0,,,,41.0,2.0,,,,35.0,20.0,,,,,,,,,,,,,,,,188949.75,246083.33333333334,23.2171689806976,60.0,40.0,44335.947916666664,326855.0,19257303.0,www.houstonsymphony.org,394,35994603.0,20.0,38.88888888888889,39.130434782608695,66.66666666666666,
1468,741200110,The Arc of San Antonio Inc,San Antonio,TX,1691107200000000000,White/Caucasian/European,Female,,,,,,,,,20.0,,1.0,3.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,2.0,,,,5.0,,,,,7.0,,,,,,,,,,,,,,,,,62.0,,15.0,27.0,,,,18.0,,2.0,,,53.0,9.0,,,,,,,,,,,,,,,,15328.23076923077,14499.375,-5.7164930849141395,38.095238095238095,61.904761904761905,43435.38775510204,115995.0,2443596.0,www.arc-sa.org,70,3938315.0,,55.55555555555556,100.0,,0.0
1471,741303721,Bay Area Rehabilitation Center,Baytown,TX,1695726703000000000,,,,,,,,,,,13.0,,1.0,,,,,12.0,,,,,4.0,9.0,,,,0.0,0.0,,13.0,,11.0,,2.0,1.0,,,12.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,75.0,,,,,,,,,,,75.0,,,,,75.0,,,,75.0,,,,75.0,,,,75.0,0.0,180228.0,100.0,100.0,0.0,34756.03333333333,180228.0,4350952.0,WWW.BAYAREAREHAB.ORG,121,6532684.0,,44.44444444444444,0.0,,
1472,741388420,Morningside Ministries,San Antonio,TX,1675209600000000000,White/Caucasian/European,Male,,,,,,,,,14.0,,,2.0,,,,12.0,,,,,6.0,8.0,,,,,,,,,,,,,,,,4.0,,,1.0,,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,280.0,5.0,30.0,140.0,,,,105.0,,,,,180.0,100.0,,,,,,,,,,,,,,,,0.0,241306.0,100.0,100.0,0.0,32282.66726296959,328245.0,18528623.0,WWW.MMLIVING.ORG,561,38051355.0,25.0,45.45454545454545,20.0,,
1473,741394920,Houston Ballet Foundation,Houston,TX,1688947200000000000,White/Caucasian/European,Male,,,,White/Caucasian/European,Male,,,,116.0,7.0,2.0,5.0,,,,78.0,,1.0,,23.0,87.0,29.0,,,,,,,,,,,,,,,,11.0,,,,,,,11.0,,,,,8.0,3.0,,,,,,,,,,,,,,,,525.0,22.0,32.0,76.0,,,,219.0,13.0,,28.0,135.0,332.0,193.0,,,,,,,,,,,,22.0,171.0,19.0,313.0,0.0,289019.0,100.0,100.0,0.0,42112.44086021505,478807.0,21316399.0,www.houstonballet.org,471,49258253.0,40.0,33.75,11.11111111111111,,
1474,741467811,The Womens Home,Houston,TX,1685404800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21.0,,3.0,1.0,,,,17.0,,,,,16.0,5.0,,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,4.0,,,,,,,,,,4.0,,,,,,,61.0,3.0,31.0,7.0,,,,15.0,4.0,,1.0,,56.0,5.0,,,,,,,,,,,,,,,,257181.0,0.0,-1.0,0.0,100.0,40881.81012658228,257181.0,3486844.0,WWW.THEWOMENSHOME.ORG,80,6255506.0,,73.68421052631578,71.42857142857143,,
1477,741590387,Ser-Jobs for Progress of the Texas Gulf Coast Inc,Houston,TX,1696982400000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,1.0,5.0,4.0,,,,8.0,,,,,11.0,7.0,,,,,,,,,,,,,,,,5.0,1.0,1.0,1.0,,,,2.0,,,,,3.0,2.0,,,,,5.0,,,,,,5.0,,,,5.0,72.0,1.0,35.0,27.0,,,,8.0,1.0,,,,46.0,26.0,,,,,,,,,,,,,,,,0.0,182011.0,100.0,100.0,0.0,14648.34909090909,182011.0,4210307.0,WWW.SERHOUSTON.ORG,276,10714400.0,,71.42857142857143,77.77777777777779,,
1480,741769114,Avance Inc,San Antonio,TX,1691452800000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,1.0,12.0,,,,5.0,,,,,12.0,6.0,,,,0.0,18.0,,,,,,,,,,,6.0,,1.0,4.0,,,,1.0,,,,,5.0,1.0,,,,0.0,6.0,,,,6.0,,,,6.0,,,237.0,,4.0,223.0,,,,5.0,1.0,,4.0,,219.0,18.0,,,,,,,,,,,,,,,,0.0,194381.0,100.0,100.0,0.0,41929.61627906977,194381.0,11012222.0,HTTPS://WWW.AVANCE.ORG/,259,14922059.0,,87.5,42.857142857142854,,
1482,741883434,Affordable Homes of South Texas Inc,Mcallen,TX,1651579624000000000,Hispanic/Latino/Latina/Latinx,Male,Decline to state,Decline to state,Decline to state,Hispanic/Latino/Latina/Latinx,Female,Decline to state,Decline to state,Decline to state,11.0,,,10.0,,,,1.0,,,,,3.0,8.0,,,,,,,,,,,,,,,,10.0,,,8.0,,,,2.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,62.0,,,60.0,,,,2.0,,,,,38.0,24.0,,,,,,,,,,,,,,,,0.0,178760.0,100.0,100.0,0.0,36798.76404494382,178760.0,3453850.0,www.ahsti.org,90,9163673.0,,27.27272727272727,33.33333333333333,,
1484,741916260,National Association of Criminal Defense Lawyers Inc,WASHINGTON,DC,1654188629000000000,Black/African American,Female,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,45.0,1.0,7.0,3.0,,,,29.0,1.0,2.0,,2.0,17.0,28.0,0.0,,,,45.0,,,1.0,43.0,,1.0,,,,45.0,11.0,,3.0,,,,,7.0,1.0,,,,5.0,6.0,,,,,11.0,,,3.0,7.0,1.0,,4.0,,7.0,,51.0,1.0,12.0,4.0,,,,27.0,2.0,2.0,3.0,,30.0,19.0,2.0,,,,48.0,3.0,,4.0,43.0,2.0,2.0,7.0,,,44.0,159730.0,261904.33333333334,39.012082019770574,60.0,40.0,73050.66666666667,404332.0,5049909.0,WWW.NACDL.ORG,59,10061062.0,40.0,35.55555555555556,100.0,,0.0
1485,741984499,Ronald McDonald House of Houston Inc,Houston,TX,1698278400000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,33.0,1.0,3.0,2.0,,,,26.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,57.0,1.0,15.0,22.0,,,,19.0,,,,,50.0,7.0,,,,,,,,,,,,,,,,208394.0,0.0,-1.0,0.0,100.0,41808.95,208394.0,2716931.0,WWW.RMHHOUSTON.ORG,61,4489997.0,,45.714285714285715,42.857142857142854,,
1486,741998367,Special Olympics Texas Inc,SAN ANTONIO,TX,1671812006000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,26.0,,,,,,,,,,,,8.0,18.0,,,,,,,,,,,,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,54.0,28.0,,,,,,,82.0,,,,,2.0,80.0,,,0.0,263463.0,100.0,100.0,0.0,47628.656565656565,364729.0,5242163.0,WWW.SOTX.ORG,101,10240827.0,0.0,25.0,40.0,,
1488,742122979,San Antonio Food Bank Inc,San Antonio,TX,1696982400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,28.0,1.0,2.0,3.0,,,,22.0,,,,,7.0,21.0,,,,,,,,,,,,,,,,5.0,,1.0,2.0,,,,2.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,116.0,128.0,,,,,,,,,,,,,,,,207326.0,285435.25,27.36496280680119,66.66666666666666,33.33333333333333,44750.05714285714,443521.0,15652661.0,WWW.SAFOODBANK.ORG,321,177651819.0,,29.629629629629626,45.45454545454545,,
1489,742127841,Homeward Bound Inc,Dallas,TX,1646910994000000000,White/Caucasian/European,Male,,,,,,,,,11.0,,2.0,1.0,,,,8.0,,,,,3.0,8.0,,,,,,,,,,,,,,,,18.0,,3.0,2.0,,,,13.0,,,,,8.0,10.0,,,,,,,,,,,,,,,,159.0,,56.0,46.0,,,,57.0,,,,,102.0,57.0,,,,,,,,,,,,,,,,0.0,182797.0,100.0,100.0,0.0,27554.03629032258,182797.0,7016198.0,www.homewardboundinc.org,249,10764247.0,,16.666666666666664,25.0,,
1493,742238462,Military Community Youth Ministries,Colorado Springs,CO,1679616000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,,3.0,1.0,,,,16.0,,,,,5.0,15.0,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,,1.0,,2.0,0.0,,,,1.0,2.0,0.0,,,0.0,3.0,,,0.0,3.0,,,0.0,3.0,,,63.0,,3.0,5.0,,1.0,,53.0,,1.0,,,42.0,21.0,,,,,63.0,,,,63.0,,,1.0,62.0,,,0.0,144821.0,100.0,100.0,0.0,14954.289855072464,144821.0,1176667.0,www.mcym.org,70,1821768.0,,18.75,25.0,,
1494,742285793,San Antonio Metropolitan Ministry Inc,San Antonio,TX,1655424000000000000,Black/African American,Female,,,,,,,,,17.0,,1.0,4.0,,,,11.0,1.0,,,,6.0,11.0,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,4.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,111.0,1.0,14.0,58.0,,0.0,,35.0,2.0,,1.0,0.0,81.0,30.0,,,,,,,,,,,,4.0,107.0,,,204467.0,123015.0,-66.21306344754704,50.0,50.0,41644.90972222222,204467.0,6324349.0,WWW.SAMM.ORG,146,16623285.0,,58.333333333333336,28.57142857142857,,0.0
1497,742333088,Sa Youth,San Antonio,TX,1663175872000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,1.0,0.0,,,,9.0,,,,,4.0,6.0,,,,,10.0,,,,,,10.0,,,,10.0,4.0,,,,,,,4.0,,,,,3.0,1.0,,,,,4.0,,,,4.0,,,,4.0,,,60.0,,,51.0,,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,166000.0,0.0,-1.0,0.0,100.0,16419.575471698114,166000.0,1906475.0,WWW.SANANTONIOYOUTH.ORG,107,2327387.0,,60.0,40.0,,
1499,742369123,Court Appointed Special Advocates of Travis County,Austin,TX,1690416000000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,18.0,1.0,2.0,2.0,,,,13.0,,,,,7.0,11.0,,,,,,,,,,,,,,,,9.0,,1.0,3.0,,,,5.0,,,,,7.0,2.0,,,,,,,,,,,,,,,,65.0,1.0,7.0,13.0,,,,39.0,,2.0,2.0,1.0,58.0,7.0,,,,,,,,,,,,,,,,184165.0,0.0,-1.0,0.0,100.0,49266.32323232323,184165.0,5061531.0,www.casatravis.org,100,7171815.0,100.0,38.46153846153847,50.0,,
1502,742429518,Coastal Bend Wellness Foundation Inc,Corpus Christi,TX,1657843200000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,13.0,1.0,1.0,6.0,,0.0,,4.0,1.0,,,,6.0,7.0,,,,0.0,13.0,,,5.0,8.0,,,,,,13.0,5.0,,,2.0,,,,3.0,,,,,2.0,3.0,,,,,5.0,,,2.0,3.0,,,,,,5.0,82.0,,4.0,57.0,,,,21.0,,,,,64.0,16.0,2.0,,,2.0,80.0,,,15.0,67.0,,,,,,82.0,0.0,214891.33333333334,100.0,100.0,0.0,38376.70303030303,239067.0,6976830.0,www.cbwellness.org,168,15685384.0,80.0,46.15384615384615,,0.0,
1503,742436920,Refugee & Immigrant Center for Education & Legal Services,SAN ANTONIO,TX,1692895342000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,6.0,1.0,,3.0,1.0,,,1.0,,,,,2.0,4.0,,,,,6.0,,,1.0,5.0,,,1.0,5.0,,,7.0,,1.0,5.0,1.0,,,,,,,,4.0,3.0,,,,,7.0,,,1.0,6.0,,,1.0,6.0,,,307.0,9.0,9.0,239.0,1.0,,,45.0,1.0,,2.0,1.0,228.0,59.0,1.0,9.0,10.0,,,,,43.0,227.0,37.0,,,,,,189094.75,232836.33333333334,18.786407905982603,42.857142857142854,57.14285714285714,64372.76988636364,340390.0,24114103.0,WWW.RAICESTEXAS.ORG,359,27498121.0,80.0,33.33333333333333,45.45454545454545,50.0,
1504,742469139,Sjrc Texas Inc,Bulverde,TX,1632050472000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,1.0,0.0,4.0,,1.0,,6.0,,,,,5.0,7.0,,,,,12.0,,,2.0,10.0,,,3.0,9.0,,,8.0,,,2.0,,5.0,,,1.0,,,,7.0,1.0,,,,,8.0,,,,8.0,,,2.0,6.0,,,73.0,6.0,8.0,21.0,,3.0,,29.0,6.0,,,,58.0,11.0,4.0,,,2.0,71.0,,,21.0,52.0,,,14.0,59.0,,,178743.5,0.0,-1.0,0.0,100.0,41483.80327868852,200348.0,7949023.0,WWW.SJRCTEXAS.ORG,185,24988848.0,,25.0,83.33333333333334,,
1505,742559514,Texas Public Radio,San Antonio,TX,1683676800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,0.0,2.0,5.0,1.0,0.0,0.0,7.0,0.0,,0.0,0.0,9.0,6.0,,,,0.0,15.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,0.0,1.0,1.0,,0.0,,6.0,0.0,,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,,,,,52.0,1.0,3.0,18.0,,0.0,,30.0,0.0,,0.0,0.0,33.0,19.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,6.0,46.0,0.0,0.0,1.0,51.0,0.0,0.0,264451.0,0.0,-1.0,0.0,100.0,51322.07042253521,264451.0,3908318.0,WWW.TPR.ORG,72,6350039.0,,44.44444444444444,66.66666666666666,,
1506,742562585,Center for Child Protection,Austin,TX,1665532800000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,34.0,2.0,3.0,1.0,,,,28.0,,,,,20.0,14.0,,,,0.0,34.0,,,,,,,,,,,10.0,,,4.0,,,,6.0,,,,,8.0,2.0,,,,,10.0,,,,,,,,10.0,,,82.0,2.0,9.0,39.0,,,,31.0,,,1.0,,70.0,11.0,1.0,,,,81.0,1.0,,,,,,,,,,0.0,195941.0,100.0,100.0,0.0,51821.22222222222,195941.0,4859851.0,WWW.CENTERFORCHILDPROTECTION.ORG,91,7709768.0,100.0,47.368421052631575,33.33333333333333,,
1511,742633697,Childsafe,San Antonio,TX,1682467200000000000,White/Caucasian/European,Female,Decline to state,Heterosexual or Straight,Person without a disability,,,,,,22.0,,2.0,8.0,,,,11.0,,,1.0,,9.0,13.0,,,,,,,,,,,,,,,,6.0,0.0,,3.0,,,,3.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,62.0,1.0,1.0,43.0,,,,17.0,0.0,,,,52.0,10.0,,,,,,,,,,,,,,,,179575.0,0.0,-1.0,0.0,100.0,44438.119047619046,179575.0,3912377.0,WWW.CHILDSAFE-SA.ORG,85,5686697.0,,36.36363636363637,50.0,,
