,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,total_compensation,web_address,num_employees,total_revenue
1034,750818172,PRESBYTERIAN CHILDRENS HOMES AND SERVICES,% PRES,5920 W WILLIAM CANNON DR BLDG 3,AUSTIN,TX,78749-1903,0,3,3,7000,194609,1,15,59029000,1,1,202112.0,9,8,1,0,12,192417864.0,31970562.0,29606729.0,P730,,750818172,Presbyterian Childrens Homes and Services,Austin,TX,1686009600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,18.0,1.0,5.0,2.0,,,,10.0,,,,,9.0,9.0,,,,,,,,,,,,,,,,7.0,,2.0,,,,,5.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,265.0,0.0,54.0,20.0,0.0,0.0,0.0,183.0,4.0,,4.0,0.0,208.0,57.0,,,,,,,,,,,,,,,,189262.0,226817.25,16.5574928714637,0.6666666666666666,0.3333333333333333,18008888,WWW.PCHAS.ORG,371,29606729
1035,750818178,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,% JENNIFER DEASON CONTROLLER,2222 WELBORN ST,DALLAS,TX,75219-3924,0,3,3,1000,194102,1,12,154150179,1,1,202209.0,9,9,1,0,9,3378125210.0,920049895.0,515473715.0,E240,,750818178,Texas Scottish Rite Hospital for Children,Dallas,TX,1686182400000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,75.0,195.0,224.0,,7.0,,642.0,75.0,,,,860.0,358.0,,,,,,,,,,,,,,,,622154.0,876456.2631578947,29.014826392093664,0.5757575757575758,0.42424242424242425,127413319,www.scottishritehospital.org,1318,515295616
1036,750858360,UNITED WAY OF TARRANT COUNTY,,201 N RUPERT ST STE 107,FORT WORTH,TX,76107-1460,0,3,3,1000,195303,1,15,600000000,1,1,202206.0,8,8,1,0,6,15599788.0,25839078.0,24093553.0,T70Z,,750858360,United Way of Tarrant County,FORT WORTH,TX,1675123200000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,3.0,0.0,,0.0,,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,69.0,3.0,21.0,15.0,,,,30.0,,0.0,,,59.0,10.0,,,,,69.0,,,,69.0,,,3.0,12.0,54.0,,193205.5,252565.0,23.502662680894026,0.2,0.8,6139592,WWW.UNITEDWAYTARRANT.ORG,83,24093553
1037,750917409,GLADNEY CENTER FOR ADOPTION,,6300 JOHN RYAN DR,FORT WORTH,TX,76132-4122,5460,3,6,1000,200803,1,15,150000000,1,1,202208.0,8,8,1,0,8,14052720.0,10432558.0,9701445.0,P31,,750917409,Gladney Center for Adoption,Fort Worth,TX,1687910400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,20.0,,2.0,2.0,,,,16.0,,,,,8.0,12.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,85.0,3.0,8.0,15.0,,,,57.0,2.0,,,,76.0,9.0,,,,,,,,,,,,,,,,229810.0,247463.5,7.133779325031772,0.6666666666666666,0.3333333333333333,5975337,WWW.GLADNEY.ORG,122,9701445
1038,751152657,BOYS & GIRLS CLUBS OF GREATER DALLAS INC,,4816 WORTH ST,DALLAS,TX,75246-1154,0,3,3,1000,196409,1,15,59000000,1,1,202112.0,8,7,1,0,12,10990675.0,9372318.0,9196738.0,O230,,751152657,Boys & Girls Clubs of Greater Dallas Inc,Dallas,TX,1637172755000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,1.0,6.0,,,,,17.0,,,,,7.0,17.0,,,,,24.0,,,1.0,23.0,,,,24.0,,,8.0,0.0,4.0,2.0,,0.0,,2.0,,,,,5.0,3.0,,,,,8.0,,,,8.0,,,,8.0,,,183.0,0.0,138.0,27.0,,0.0,,18.0,,,,,124.0,59.0,,,,,,,,,,,,,,,,0.0,242939.0,100.0,1.0,0.0,4468547,WWW.BGCDALLAS.ORG,296,9196738
1039,751282040,WARREN CENTER INC,,320 CUSTER RD,RICHARDSON,TX,75080-5623,0,3,3,2000,197003,1,11,31000000,1,1,202208.0,6,7,1,0,8,2829339.0,7955202.0,7869523.0,,,751282040,Warren Center Inc,Richardson,TX,1653045021000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,23.0,,3.0,2.0,,,,17.0,,,,1.0,10.0,13.0,,,,,,,,,,,,,,,,5.0,,1.0,,,,,3.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,86.0,5.0,8.0,27.0,,0.0,,44.0,2.0,,,,,,,86.0,,,,86.0,,,,86.0,,,,86.0,,170649.0,0.0,-1.0,0.0,1.0,6493592,WWW.THEWARRENCENTER.ORG,111,7869523
1040,751478918,GOODWILL INDUSTRIES OF EAST TEXAS INC,,409 W LOCUST ST,TYLER,TX,75702-5644,0,3,3,1000,197512,1,15,160566000,1,1,202112.0,8,8,1,0,12,21260260.0,15506436.0,14902299.0,J32Z,,751478918,Goodwill Industries of East Texas Inc,Tyler,TX,1668038400000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,,4.0,1.0,,,,14.0,,,,,,,,,,,19.0,,,,19.0,,,,19.0,,,8.0,,4.0,,,,,4.0,,,,,7.0,1.0,,,,,8.0,,,,8.0,,,,8.0,,,326.0,1.0,118.0,27.0,,3.0,,175.0,2.0,,,,205.0,119.0,2.0,,,3.0,323.0,,,,,,,72.0,254.0,,,218088.0,0.0,-1.0,0.0,1.0,7898681,WWW.GOODWILLEASTTEXAS.COM,491,14902299
1041,751485951,CLAYTON CHILD CARE INC,% CLAYTON YOUTH ENRICHMENT,600 GRIGGS AVE,FORT WORTH,TX,76103-3716,0,3,3,2100,197607,1,11,574000000,1,1,202206.0,7,8,1,0,6,8846592.0,18461774.0,17902037.0,P33Z,,751485951,Clayton Child Care Inc,Fort Worth,TX,1693872000000000000,White/Caucasian/European,Male,,,,,,,,,16.0,,4.0,3.0,,,,8.0,,,1.0,,11.0,5.0,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,,,4.0,,,1.0,,4.0,3.0,,,,,,,,,,,,,,,,354.0,6.0,126.0,88.0,3.0,,,67.0,8.0,,,56.0,274.0,61.0,6.0,,13.0,,,,,,,,,,,,,0.0,185342.0,100.0,1.0,0.0,8351824,WWW.CLAYTONYOUTH.ORG,425,17902037
1042,751568798,MEALS-ON-WHEELS INC OF TARRANT,% CARLA JUTSON,5740 AIRPORT FWY,FORT WORTH,TX,76117-6005,0,3,3,1000,197810,1,15,569000000,1,1,202209.0,8,8,1,0,9,17566191.0,12754330.0,12671195.0,K360,,751568798,Meals-On-Wheels Inc of Tarrant,FORT WORTH,TX,1692921600000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,30.0,0.0,7.0,3.0,,0.0,,19.0,0.0,1.0,,,16.0,14.0,,,,,,,,,,,,,,,,9.0,,2.0,2.0,,,,5.0,,,,,6.0,3.0,,,,,,,,,,,,,,,,80.0,3.0,18.0,22.0,,1.0,,36.0,,,,,61.0,19.0,,,,,,,,,,,,,,,,163047.0,0.0,-1.0,0.0,1.0,4492664,WWW.MEALSONWHEELS.ORG,93,12671195
1043,751670281,SAFEHAVEN OF TARRANT COUNTY,,1010 N CENTER ST,ARLINGTON,TX,76011-8410,0,3,3,1000,198003,1,15,326000000,1,1,202209.0,8,8,1,0,9,11145853.0,11117988.0,11064141.0,P43,,751670281,Safehaven of Tarrant County,ARLINGTON,TX,1686268800000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,21.0,,1.0,2.0,,,,18.0,,,,,15.0,6.0,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,122.0,3.0,40.0,43.0,,,,33.0,2.0,,,1.0,112.0,10.0,,,,,,,,,,,,,,,,160703.0,0.0,-1.0,0.0,1.0,6433990,WWW.SAFEHAVENTC.ORG,218,11064141
1044,751734175,DENTON COUNTY FRIENDS OF THE FAMILY INC,,PO BOX 640,DENTON,TX,76202-0640,0,3,3,1000,198102,1,15,166000000,1,1,202212.0,6,7,1,0,12,2354255.0,7114415.0,7114415.0,P430,,751734175,DENTON COUNTY FRIENDS OF THE FAMILY INC,Denton,TX,1659312000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Decline to state,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,16.0,0.0,4.0,,,,,10.0,2.0,,,,11.0,5.0,,,,,,,,,,,,,,,,12.0,,1.0,2.0,,,,7.0,2.0,,,,11.0,1.0,,,,,,,,,,,,,,,,72.0,2.0,9.0,20.0,,0.0,,35.0,6.0,,,,67.0,5.0,,,,,,,,,,,,,,,,178078.0,0.0,-1.0,0.0,1.0,4391552,www.dcfof.org,0,7114415
1045,751770140,THE CONCILIO,,650 FORT WORTH AVENUE 250,DALLAS,TX,75208-0169,0,3,3,1000,198110,1,15,994000000,1,1,202112.0,6,6,1,0,12,2318784.0,3240139.0,3240139.0,P84Z,,751770140,The Concilio,DALLAS,TX,1681171200000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,13.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,,0.0,0.0,6.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,56.0,1.0,6.0,46.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,51.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,172393.0,0.0,-1.0,0.0,1.0,1528391,www.theconcilio.org,56,3240139
1046,751785357,NORTH TEXAS FOOD BANK,% BILL GARZA,3677 MAPLESHADE LN,PLANO,TX,75075-5753,0,3,3,1000,198112,1,15,602000000,1,1,202206.0,9,9,1,0,6,148508537.0,315261741.0,213425483.0,,,751785357,North Texas Food Bank,Plano,TX,1670889600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22.0,2.0,4.0,1.0,,,,15.0,,,,,12.0,10.0,,,,,,,,,,,,,,,,6.0,,1.0,1.0,,,,4.0,,,,,4.0,2.0,,,,,6.0,,,,6.0,,,,6.0,,,207.0,7.0,52.0,45.0,,2.0,,90.0,7.0,,,4.0,129.0,78.0,,,,,,,,,,,,,,,,324666.5,319956.0,-1.472233682131293,0.2,0.8,15572333,WWW.NTFB.ORG,284,213425483
1047,751992728,JEWISH FAMILY SERVICE OF DALLAS INCORPORATED,,5402 ARAPAHO RD,DALLAS,TX,75248-6905,0,3,3,1000,198412,1,15,560903927,1,1,202207.0,8,8,1,0,7,12739949.0,12633622.0,12616170.0,P28Z,,751992728,Jewish Family Service of Dallas Incorporated,DALLAS,TX,1632485502000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,2.0,,,,,2.0,1.0,,,,,3.0,,,,3.0,,,,,,,100.0,1.0,6.0,9.0,,,,64.0,2.0,,,18.0,70.0,30.0,,,,,,,,,,,,,,,,255893.0,148492.5,-72.32722191356466,0.6666666666666666,0.3333333333333333,6568784,www.jfsdallas.org,101,12616170
1048,752044117,COMMUNITIES IN SCHOOLS OF THE DALLAS REGION,% COMMUNITIES IN SCHOOLS DALLAS REG,1341 W MOCKINGBIRD LN STE 1000E,DALLAS,TX,75247-4942,0,3,3,1200,198508,1,15,603000000,1,1,202208.0,7,8,1,0,8,5504371.0,12175534.0,12139498.0,B91Z,,752044117,Communities in Schools of the Dallas Region,DALLAS,TX,1646826316000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,18.0,0.0,3.0,4.0,,,,11.0,,,,,7.0,11.0,,,,,,,,,,,,,,,,7.0,0.0,5.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,6.0,1.0,0.0,0.0,0.0,,,,,,,,,,7.0,,0.0,98.0,3.0,34.0,29.0,,0.0,,25.0,2.0,,2.0,3.0,83.0,15.0,0.0,0.0,0.0,,,,,,,,,1.0,,,97.0,0.0,165291.0,100.0,1.0,0.0,7881170,WWW.CISDALLAS.ORG,239,12139498
1049,752057692,WEST TEXAS FOOD BANK,% JOSEPH RUIZ,411 S PAGEWOOD AVE,ODESSA,TX,79761-6107,0,3,3,1000,198510,1,15,603000000,1,1,202209.0,8,8,1,0,9,31884104.0,30021260.0,29855581.0,,,752057692,West Texas Food Bank,Odessa,TX,1644316957000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,28.0,,3.0,4.0,,,,21.0,,,,,12.0,16.0,,,,,28.0,,,,,,28.0,,,,,7.0,,,2.0,,,,5.0,,,,,3.0,4.0,,,,,7.0,,,,,,,,7.0,,,50.0,,5.0,35.0,,,,10.0,,,,,27.0,23.0,,,,,,,,,,,,,,,,269037.0,199228.0,-35.03975344831048,0.5,0.5,3660559,www.wtxfoodbank.org,67,29855581
1050,752084961,NORTH TEXAS PUBLIC BROADCASTING INC,,3000 HARRY HINES BLVD,DALLAS,TX,75201-1012,0,3,3,2000,198610,1,15,121000000,1,1,202206.0,8,8,1,0,6,45319782.0,27984097.0,26329429.0,A300,,752084961,North Texas Public Broadcasting Inc,Dallas,TX,1694044800000000000,White/Caucasian/European,Male,,,,,,,,,45.0,4.0,11.0,2.0,,,,28.0,,,,,22.0,23.0,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,,3.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,134.0,6.0,23.0,26.0,,2.0,,75.0,2.0,,,,85.0,49.0,,,,,,,,,,,,,,,,197506.83333333334,271304.6666666667,27.201092498716083,0.3333333333333333,0.6666666666666666,12020658,WWW.KERA.ORG,168,26329429
1051,752105579,FAMILY GATEWAY INC,,1421 W MOCKINGBIRD LN STE C,DALLAS,TX,75247-4905,0,3,3,2000,198610,1,15,560000000,1,1,202112.0,6,7,1,0,12,4760688.0,5756628.0,5756628.0,L41Z,,752105579,Family Gateway Inc,DALLAS,TX,1677110400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25.0,3.0,9.0,1.0,,,,12.0,,,,,15.0,10.0,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,60.0,,36.0,11.0,,,,13.0,,,,,46.0,14.0,,,,,,,,,,,,,,,,240512.0,0.0,-1.0,0.0,1.0,3384805,WWW.FAMILYGATEWAY.ORG,88,5756628
1052,752133827,VOGEL ALCOVE,,PO BOX 150948,DALLAS,TX,75315-0948,0,3,3,2000,198702,1,15,560000000,1,1,202206.0,7,7,1,0,6,5407122.0,6902400.0,6240891.0,P850,,752133827,Vogel Alcove,DALLAS,TX,1693958400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,35.0,1.0,5.0,1.0,0.0,0.0,0.0,28.0,0.0,,,,12.0,23.0,,,,,,,,,,,,,,,,12.0,0.0,2.0,0.0,,0.0,,10.0,0.0,,,,8.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,72.0,,36.0,15.0,,,,19.0,,,2.0,,,,,,,,,,,,,,,,,,,230695.0,0.0,-1.0,0.0,1.0,4185336,WWW.VOGELALCOVE.ORG,80,6240891
1053,752170035,BIG THOUGHT,,1409 BOTHAM JEAN BLVD STE 1015,DALLAS,TX,75215-6863,0,3,3,1200,198707,1,15,59000000,1,1,202206.0,6,8,1,0,6,4362142.0,10675697.0,10675697.0,A250,,752170035,Big Thought,DALLAS,TX,1598545217000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,45.0,1.0,12.0,4.0,,0.0,,28.0,0.0,,,,25.0,20.0,,,,,,,,4.0,35.0,6.0,,,,,,8.0,,3.0,,,,,4.0,1.0,,,,4.0,4.0,,,,,8.0,,,1.0,7.0,,,,,,,72.0,2.0,29.0,15.0,,,,22.0,4.0,,,,45.0,27.0,,,,,,,,,,,,,,,,0.0,204898.5,100.0,1.0,0.0,6163417,www.bigthought.org,92,10675697
1054,752235660,HALO FLIGHT INC,,1843 FM 665 RD,CORP CHRISTI,TX,78415-6809,0,3,3,1000,198809,1,15,158000000,1,1,202212.0,8,8,1,0,12,37261964.0,16248810.0,13101018.0,,,752235660,Halo Flight Inc,CORP CHRISTI,TX,1674572458000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,1.0,,1.0,,,,7.0,,,,3.0,1.0,11.0,,,,,,,,,,,,,,,,8.0,,,2.0,,,,4.0,,,,2.0,3.0,5.0,,,,,,,,,,,,,,,,52.0,,,10.0,,,,31.0,2.0,,,9.0,22.0,30.0,,,,,,,52.0,,,,52.0,,,,52.0,188705.0,219831.0,14.159058549522133,0.6666666666666666,0.3333333333333333,5833284,WWW.HALOFLIGHT.ORG,59,13101018
1055,752332948,CITYSQUARE,% LARRY JAMES,1610 S MALCOLM X BLVD,DALLAS,TX,75226-2101,0,3,3,1000,199008,1,15,560000000,1,1,202112.0,8,8,1,0,12,22668540.0,26443112.0,26345029.0,P99M,,752332948,Citysquare,Dallas,TX,1634749882000000000,White/Caucasian/European,Male,,,,,,,,,25.0,0.0,8.0,2.0,,0.0,,15.0,0.0,,0.0,0.0,11.0,14.0,,,,,,,,,,,,,,,,6.0,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,162.0,0.0,58.0,34.0,,,,59.0,8.0,,,3.0,122.0,40.0,,,,,,,,,,,,,,,,155891.0,186908.66666666666,16.595092790418132,0.6,0.4,9973530,WWW.CITYSQUARE.ORG,459,26345029
1056,752353393,RIGHTNOW MINISTRIES INTERNATIONAL,,6300 HENNEMAN WAY,MCKINNEY,TX,75070-3466,0,3,3,7000,199103,1,15,6000000,1,1,202206.0,8,8,1,0,6,45408215.0,33894988.0,33884225.0,X20Z,,752353393,Rightnow Ministries International,Mckinney,TX,1630593617000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,8.0,,,,,,,,,,8.0,,,,,8.0,,,,8.0,,,,8.0,,,,8.0,,8.0,,,,,,,,,,8.0,,,,,8.0,,,,8.0,,,,8.0,,,,8.0,,190.0,,,,,,,,,,190.0,,,,,190.0,,,,190.0,,,,190.0,,,,190.0,,208589.0,217842.6,4.2478376589335625,0.8333333333333334,0.16666666666666666,16800597,www.rightnowmedia.org,223,33884225
1057,752389095,CHILDRENS ADVOCACY CENTER OF COLLIN COUNTY INC,,2205 LOS RIOS BLVD,PLANO,TX,75074-3422,0,3,3,2000,199112,1,15,559000000,1,1,202206.0,8,7,1,0,6,23488497.0,8170292.0,7564621.0,R99M,,752389095,Childrens Advocacy Center of Collin County Inc,PLANO,TX,1693353600000000000,White/Caucasian/European,Female,,,,,,,,,27.0,,2.0,2.0,,,,23.0,,,,,11.0,16.0,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,1.0,,,,4.0,1.0,,,,,5.0,,,,,,,,,,,63.0,,4.0,15.0,,,,43.0,1.0,,,,,,,,,,,,,,,,,,,,,211244.0,174205.0,-21.26173186762722,0.5,0.5,4447314,WWW.CACCOLLINCOUNTY.ORG,67,7564621
1058,752559765,CHILDRENS ADVOCACY CENTER FOR NORTH TEXAS INC,,1854 CAIN DR,LEWISVILLE,TX,75077-2146,0,3,3,1000,199506,1,15,994327461,1,1,202212.0,8,7,1,0,12,13748473.0,6810389.0,6347395.0,I72,,752559765,Childrens Advocacy Center for North Texas Inc,Lewisville,TX,1674432000000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,28.0,1.0,5.0,,,,,22.0,,,,,12.0,16.0,,,,,,28.0,,,,28.0,,,,28.0,,7.0,,,1.0,,,,6.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,72.0,,5.0,15.0,,,,38.0,5.0,,,9.0,59.0,6.0,,,7.0,,,,,,,,,,,,,195772.0,0.0,-1.0,0.0,1.0,3844735,WWW.CACNORTHTEXAS.ORG,66,7189497
1059,756037853,CIVIL AIR PATROL,% DONNA BASS,105 S HANSELL ST,MAXWELL AFB,AL,36112-5937,0,3,3,1000,194708,1,16,59908040,1,1,202209.0,9,9,1,0,9,201319175.0,101744675.0,97440474.0,M230,,756037853,Civil Air Patrol,Montgomery,AL,1644341411000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,11.0,1.0,1.0,0.0,,0.0,,9.0,0.0,,0.0,0.0,2.0,9.0,,,,,11.0,,,,11.0,,,,11.0,,,13.0,,,1.0,,,,12.0,,,,,4.0,9.0,,,,,13.0,,,,13.0,,,,13.0,,,135.0,,,,,,,,,,,135.0,,,,,135.0,,,,135.0,,,,135.0,,,,135.0,171801.66666666666,178174.0,3.576466450398679,0.6666666666666666,0.3333333333333333,13644681,WWW.GOCIVILAIRPATROL.COM,165,62212429
1060,760031827,COMMUNITIES IN SCHOOLS OF HOUSTON INC,,1111 NORTH LOOP W STE 300,HOUSTON,TX,77008-4728,0,3,3,1000,198302,1,15,994000000,1,1,202208.0,8,8,1,0,8,22964795.0,33695407.0,33424349.0,B94,,760031827,Communities in Schools of Houston Inc,Houston,TX,1664323200000000000,White/Caucasian/European,Female,,,,,,,,,41.0,1.0,6.0,7.0,,,,27.0,,,,,22.0,19.0,,,,,,,,,,,,,,,,10.0,3.0,2.0,,,,,3.0,1.0,1.0,,,8.0,2.0,,,,,,,,,,,,,,,,240.0,10.0,77.0,113.0,,,,37.0,3.0,,,,209.0,31.0,,,,,,,,,,,,,,,,215439.0,0.0,-1.0,0.0,1.0,15582845,WWW.CISHOUSTON.ORG,305,33424349
1061,760044172,MEMORIAL ASSISTANCE MINISTRIES INC,,1625 BLALOCK RD,HOUSTON,TX,77080-7320,0,3,3,1000,198303,1,16,2029000,1,1,202112.0,8,8,1,0,12,12620656.0,10473682.0,8704582.0,P60Z,,760044172,Memorial Assistance Ministries Inc,Houston,TX,1674518400000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),,,14.0,,,3.0,,,,10.0,1.0,,,,4.0,10.0,,,,,14.0,,,,,,,,,,,21.0,,5.0,5.0,,1.0,,7.0,3.0,,,,14.0,7.0,,,,,21.0,,,,,,,,,,,54.0,6.0,2.0,26.0,,,,14.0,2.0,,,4.0,34.0,16.0,,4.0,,,50.0,4.0,,,,,,,,,,206004.0,0.0,-1.0,0.0,1.0,4482696,www.mamhouston.org,109,8704582
1062,760088702,NORTHWEST ASSISTANCE MINISTRIES,,15555 KUYKENDAHL RD,HOUSTON,TX,77090-3607,0,3,3,1000,200404,1,15,560569000,5,1,202209.0,7,8,1,0,9,9476670.0,10437934.0,10325392.0,P200,,760088702,Northwest Assistance Ministries,HOUSTON,TX,1665964800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,4.0,1.0,,,,13.0,,,,,5.0,13.0,,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,70.0,,21.0,17.0,,,,20.0,3.0,,,9.0,51.0,19.0,,,,,,,,,,,,,,,,0.0,217317.0,100.0,1.0,0.0,4056512,www.namonline.org,97,10325392
1063,760193812,THE ROSE,,12700 N FEATHERWOOD DR STE 260,HOUSTON,TX,77034-4494,0,3,3,1200,198608,1,16,179000000,1,1,202207.0,8,8,1,0,7,17273046.0,16003548.0,15797172.0,,,760193812,The Rose,Houston,TX,1663718400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,1.0,3.0,2.0,,,,14.0,,,,,15.0,5.0,,,,,,,,,,,,,,,,7.0,,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,,,,,113.0,2.0,16.0,66.0,,1.0,,25.0,,,3.0,,112.0,1.0,,,,,,,,,,,,,,,,156992.0,0.0,-1.0,0.0,1.0,6844687,THEROSE.ORG,134,15797172
