ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category,Average Salary,CEO Pay Ratio,Candid Reporting,Diversity Reporting,Highest Compensated,Officers,Pay Gap,Trustees,total_score
362984043,Chinese American Service League Inc,Chicago,IL,1.70666E+18,Asian/Asian American,Male,Not transgender,Heterosexual or Straight,Decline to state,,,,,,24,19,,1,,,,4,,,,,11,13,,,,,,,,,,,,,,,,10,3,2,,,,,5,,,,,7,3,,,,,,,,,,,,,,,,559,526,12,4,,,,17,,,,,,,,,,,,,,,,,,1,558,,,188323,155195,-21.34604852,50,50,23938.61339,188323,16071187,WWW.CASLSERVICE.ORG,659,20315146,0,31.57894737,16.66666667,,,other,1,3,5,5,0,0,10,4,28
530212445,The Jewish Federation of Greater Washington Inc,NORTH BETHESDA,MD,1.67469E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,131,,,,,,,131,,,,,55,76,,,,,131,,,2,129,,,2,129,,,7,,,,,,,7,,,,,4,3,,,,,,,7,,,,7,,,,7,63,0,5,1,,0,,50,0,,7,,51,12,,,,,,,63,,,,63,,,,63,206021,380021,45.78694335,40,60,75753.08219,540872,6908080,www.shalomdc.org,78,61470763,80,40.86021505,37.83783784,,,other,4,3,5,0,0,6,4,6,28
910776451,Bellevue Boys & Girls Club,Bellevue,WA,1.66424E+18,White/Caucasian/European,Male,,,,,,,,,37,2,3,1,,,,31,,,,,14,23,,,,,,,,,,,,,,,,4,,,,,,,2,2,,,,3,1,,,,,,,,,,,,,,,,64,3,7,6,,,,45,1,,,2,34,30,,,,,,,,,,,,,,,,190140,305373,37.73516323,50,50,29052.79675,305373,4069007,www.BGCBELLEVUE.org,125,6992293,100,37.14285714,50,,,other,1,2,5,0,0,10,4,6,28
821007988,Democracy Forward Foundation,Washington,DC,1.70433E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,5,,1,,1,,,3,,,,,2,3,,,,,,,,,,,,,,,,10,,1,1,1,,,7,,,,,7,3,,,,,,,,,,,,,,,,53,2,5,2,7,,,37,,,,,37,16,,,,,,,,,,,,,,,,186575,211860.5,11.93497608,50,50,95395.76,292872,3978636,www.democracyforward.org,33,6175849,40,0,75,0,,other,5,5,5,0,6,0,6,0,27
952944459,Interface Children Family Services,CAMARILLO,CA,1.70597E+18,White/Caucasian/European,Male,,,,,,,,,12,3,,1,,,,8,,,,,6,6,,,,,,,,,,,,,,,,15,1,2,3,,,,9,,,,,12,3,,,,,,,,,,,,,,,,161,8,4,105,,1,,37,6,,,,,,,,,,,,,,,,,,,,,165411,217475,23.94022301,66.66666667,33.33333333,35246.53414,269555,9376748,www.icfs.org,252,13204246,,55.55555556,25,,,other,2,3,5,5,0,0,6,6,27
421186501,Proteus Inc,Des Moines,IA,1.69098E+18,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,12,,1,5,,,,6,,,,,8,4,,,,0,12,,,0,12,,,,,,,6,,,1,,,,4,1,,,,3,3,,,,0,6,,,1,5,,,,,,,53,,,,,,,,,,,,39,5,,,9,,53,,,3,39,,11,,,,,162962,175538,7.16426073,50,50,37989.05208,175538,3985449,WWW.PROTEUSINC.NET,98,6779811,,66.66666667,62.5,,,other,2,4,5,0,0,6,6,4,27
742659746,San Antonio Childrens Museum,San Antonio,TX,1.67512E+18,White/Caucasian/European,Male,Not transgender (cisgender),,Decline to state,,,,,,12,1,1,2,,0,,8,,,,,8,4,,,,,,12,,,,,,,,,,6,,,1,,,,5,,,,,3,3,,,,,,6,,,,,,,,6,,70,0,3,35,,1,,27,3,,1,,47,21,,1,1,,,70,,,,,,,,70,,120024,243349,50.678244,50,50,26306.43529,243349,2599420,WWW.THEDOSEUM.ORG,87,7193393,,66.66666667,60,,100,other,1,2,5,5,0,6,4,4,27
133613210,Education Through Music Inc,New York,NY,1.63576E+18,White/Caucasian/European,Female,,,,,,,,,21,4,2,,,,,15,,,,,7,14,,,,,,,,,,,,,,,,8,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,94,2,11,10,,,,56,,,,15,,,,,,,,,,,,,,,,,,188125,158333,-18.81603961,50,50,20991.99048,188125,2550617,WWW.ETMONLINE.ORG,107,7280519,0,23.52941176,66.66666667,,,other,1,2,5,5,0,4,10,0,27
630288846,United Way of Central Alabama Inc,BIRMINGHAM,AL,1.66208E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,52,,7,,,,,45,,,,,18,34,,,,,,,,,,,,,,,,7,,1,,,,,5,,1,,,3,3,,,1,,6,,1,,,,,,,,,176,1,61,1,,0,,111,2,,,,143,33,,,,,,,,,,,,,,,,241025.5,247260.75,2.521730602,66.66666667,33.33333333,42381.04348,505100,10243970,WWW.UWCA.ORG,213,107396497,20,36.95652174,33.33333333,,,other,2,2,5,0,0,4,8,6,27
461181070,Hope Is Alive Ministries Inc,OKLAHOMA CITY,OK,1.70165E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,6,0,0,0,0,0,0,6,0,0,0,0,1,5,,,,,6,,,,6,,,,6,,,8,0,0,0,0,0,0,7,1,0,0,0,2,6,,,,,,,,,,,,,,,,68,,,,,,,,,,,,29,39,,,,,,,,,,,,,,,,179027,220196,18.69652491,50,50,32769.53947,220196,2889708,HOPEISALIVE.NET,78,9816815,,28.57142857,50,,,other,1,3,5,0,0,10,6,2,27
520634411,Childrens Guild Inc,Parkville,MD,1.70623E+18,White/Caucasian/European,Female,Not transgender,Heterosexual or Straight,,,,,,,14,,5,3,,,,4,2,,,,5,9,,,,,14,,,0,14,,,,,,14,4,,,,,,,4,,,,,2,2,,,,,4,,,1,3,,,,,,4,444,13,258,17,0,1,2,78,9,,27,39,300,99,,6,39,,,,,,,,,12,175,6,251,243943.5,415552.5,41.29658707,25,75,29917.68905,660729,22788383,WWW.CHILDRENSGUILD.ORG,693,32336820,100,38.46153846,60,,0,other,1,0,5,5,0,6,4,6,27
562253814,Employment Source Inc,Oakton,VA,1.66908E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14,1,,1,,,,9,,,,3,3,9,,,2,,12,,2,,,,,,,,,12,1,,,,,,10,,,,1,3,9,,,,,12,,,,,,,,,,,382,19,234,17,,4,,101,7,,,,189,193,,,,0,382,,,,,,,164,72,146,,24631.33333,55289.75,55.45045269,72.72727273,27.27272727,26676.70701,151890,13080941,WWW.SERVICESOURCE.ORG,482,17714777,60,20,30,0,,other,1,4,5,5,6,2,4,0,27
310814079,Netcare Corporation,COLUMBUS,OH,1.70614E+18,White/Caucasian/European,Male,Not transgender,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,10,,2,,,,,8,,,,,5,4,1,,,,9,1,,1,8,1,,1,8,1,,10,,1,,,,,9,,,,,8,2,,,,,10,,,1,7,,2,,10,,,234,2,68,5,,1,,148,10,,,,172,62,,,,,,,,,,,,,,,,206249,329051.3333,37.32011419,60,40,43178.80192,403469,14914617,WWW.NETCAREACCESS.ORG,318,18251627,40,71.42857143,42.85714286,,,other,2,2,5,0,6,6,4,2,27
951709293,Union Rescue Mission,Los Angeles,CA,1.64519E+18,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,13,1,2,1,,,,9,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,13,65,69,,2,,29,,1,,7,101,85,,,,,,,,,,,,,,,,167414,225996,25.92169773,71.42857143,28.57142857,43135.49231,343685,12680036,WWW.URM.ORG,267,45122114,80,36.36363636,16.66666667,0,,other,2,3,5,5,0,0,6,6,27
20458174,Amoskeag Health,MANCHESTER,NH,1.67867E+18,White/Caucasian/European,Female,,,,,,,,,16,2,1,2,,,,11,,,,,8,8,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,4,1,,,,,,,,,,,,,,,,247,16,8,48,,2,,169,3,,1,,222,25,,,,,,,,,,,,,,,,217750.5,315292.5,30.93698708,25,75,47976.42553,333173,17721332,www.amoskeaghealth.org,337,24250570,80,57.14285714,55.55555556,,,hospital,3,3,5,0,0,6,4,6,27
30284103,Aspire Living & Learning Inc,Barre,VT,1.61962E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,7,,1,,,,,6,,,,,4,3,,,,,,,7,,7,,,,,,7,6,,,,,,,6,,,,,4,2,,,,,,,6,1,5,,,,,,6,1200,21,449,63,,,,561,13,,93,,838,362,,,,,,,1200,,,,1200,,,,1200,163075.8333,187420.8,12.98946897,45.45454545,54.54545455,35451.85055,224677,56475957,WWW.ALLINC.ORG,1550,84691072,80,83.33333333,44.44444444,40,,college,2,3,5,5,0,6,6,0,27
50395601,Rhode Island Community Food Bank Association,Providence,RI,1.66009E+18,White/Caucasian/European,Male,,,,,,,,,24,1,2,4,,0,,17,0,,0,0,12,12,0,0,0,,,,,,,,,,,,,4,1,,,,,,3,,,,,3,1,,,,,,,,,,,,,,,,58,3,3,9,,0,,43,0,0,0,0,37,21,0,0,0,,,,,,,,,,,,,172889,253231,31.72676331,25,75,57983.85246,253231,4308913,RIFOODBANK.ORG,65,33664062,100,44,33.33333333,,,other,3,5,5,0,0,4,4,6,27
592509116,Habitat for Humanity of Pinellas,Clearwater,FL,1.64639E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25,0,4,1,,0,,19,1,,,,9,16,,,,,,,,1,24,,,,25,,,7,,,1,,,,6,,,,,4,3,,,,,7,,,1,6,,,,7,,,66,1,10,5,,0,,49,1,,,,32,34,,,,,66,,,3,63,,,,66,,,151354,219433,31.02495978,50,50,36653.86486,219433,4439366,WWW.HABITATPWP.ORG,113,35709975,100,47.82608696,33.33333333,,,other,2,4,5,0,0,4,4,8,27
131659345,Learning Ally Inc,Princeton,NJ,1.6867E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,8,,,,,,,8,,,,,5,3,,,,,,,,,,,,,,,,7,1,,,,,,6,,,,,2,5,,,,,,,7,,,,7,,,,7,140,,,,,,,,,,,140,,,,,140,,,,140,,,,140,,,,140,204872.2353,250071.3333,18.07448196,41.37931034,58.62068966,71718.30539,719984,18460641,www. Learningally.org,196,31390401,,,50,,,other,4,2,5,0,0,10,6,0,27
270989006,Urban Teacher Center,BALTIMORE,MD,1.69232E+18,White/Caucasian/European,Male,,,,,,,,,6,,2,0,,,,3,1,,0,,4,2,,,,,,,,,,,,,,,,8,,2,1,,,,3,2,,,,5,3,,,,,,,,,,,,,,,,119,3,36,5,,1,,52,22,,,,91,28,,,,,,,,,,,,,,,,172759,190755.5,9.434328237,28.57142857,71.42857143,37201.01408,231033,9169122,WWW.URBANTEACHERS.ORG,220,47168163,80,40,80,100,,college,2,3,5,5,0,0,6,6,27
730930123,Community Health Centers Inc,SPENCER,OK,1.68376E+18,Black/African American,Female,,,,,,,,,12,0,6,1,,0,,5,0,,0,0,7,5,,,,,,,,,,,,,,,,6,1,4,,,,,1,,,,,6,,,,,,,,,,,,,,,,,176,4,108,4,,2,,51,3,,,4,151,25,,,,,,,,,,,,,,,,197400,210000,6,10,90,44681.89041,300000,11771934,WWW.COMMUNITYHEALTHOK.ORG,229,18258576,80,58.33333333,83.33333333,100,,hospital,2,3,5,5,0,0,6,6,27
131644147,Planned Parenthood Federation Of,NEW YORK,NY,1.63831E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,30,4,5,4,,,,17,,,,,24,4,,,2,1,,,29,3,27,,,,,,30,12,,8,,,,,4,,,,,,,,,,,,,,,,,,,,,,651,72,125,114,,1,,311,28,,,,,,,,,,,,,,,,,,,,,330477.3333,380044.5,13.04246389,18.18181818,81.81818182,124109.6193,490104,96320161,WWW.PLANNEDPARENTHOOD.ORG,757,454574008,100,82.14285714,75,50,,other,5,5,5,5,0,0,6,0,26
540577900,Virginia Home,RICHMOND,VA,1.70052E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16,,2,,,,,14,,,,,13,3,,,,,16,,0,,16,,0,,16,,,8,0,1,,,,,7,,,,0,3,5,,,,,8,,0,,8,,0,,8,,,220,,90,15,,,,115,,,,,135,85,,,,,,,220,,,,220,,,,220,173141,201320.75,13.99743941,57.14285714,42.85714286,46987.07117,279772,14528073,THEVIRGINIAHOME.ORG,288,34605321,80,75,33.33333333,,,other,2,4,5,5,0,4,6,0,26
135596792,Madison Square Boys & Girls Club Inc,New York,NY,1.60381E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,53,1,6,3,,,,43,,,,,4,49,,,,,,,,,,,,,,,,5,,3,,,,,2,,,,,2,3,,,,,,,,,,,,,,,,135,3,84,31,,,,8,9,,,,74,61,,,,,,,,,,,,,,,,159217.5,356876.3333,55.38580591,60,40,23145.43946,438083,6550497,WWW.MADISONSQUARE.ORG,228,12920165,50,0,0,,100,other,1,1,5,5,10,0,4,0,26
541849891,Neighborhood Health,Alexandria,VA,1.65482E+18,Asian/Asian American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9,1,2,3,,0,,3,,,,,6,3,,,,0,9,,,,9,,,,9,,,10,2,1,3,,0,,4,,,,,7,3,,,,0,10,,,0,10,,,1,9,,,262,23,36,151,,0,,47,2,,,3,219,40,,,3,,259,,3,,259,,3,1,258,,3,187504,209613,10.54753283,33.33333333,66.66666667,61075.67974,231401,19858400,WWW.NEIGHBORHOODHEALTHVA.ORG,312,33826708,80,71.42857143,25,,,hospital,3,5,5,5,0,0,6,2,26
231370498,Church Farm School,Exton,PA,1.66847E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21,,6,1,,,,14,,,,,5,16,,,,,21,,,1,20,,,,,,21,8,,4,,,,,3,1,,,,4,4,,,,,8,,,,8,,0,,,,8,70,2,14,4,,1,,37,7,,,5,36,33,1,,,,69,,1,4,66,,,,,,70,176944,257164,31.19410182,66.66666667,33.33333333,48025.02,357972,5493774,WWW.GOCFS.NET,103,53085773,25,29.41176471,33.33333333,0,,college,3,3,5,5,0,4,4,2,26
911032846,Career Path Services-Employment and Training,Spokane,WA,1.70614E+18,White/Caucasian/European,Female,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,11,1,,2,,,,6,1,,,1,5,4,,1,1,,7,1,3,1,5,3,2,3,5,1,2,6,,,,,,,6,,,,,4,2,,,,,6,,,,6,,,,6,,,118,6,4,18,,,1,86,3,,,,87,31,,,,,,,,,,,,13,104,,1,215511,169020,-27.50621228,66.66666667,33.33333333,11727.30921,215511,7683755,HTTPS://CAREERPATHSERVICES.ORG/,611,14724825,100,25,50,33.33333333,,other,0,1,5,0,0,10,10,0,26
390806257,Milwaukee Center for Independence Inc,Milwaukee,WI,1.6444E+18,White/Caucasian/European,Female,,Decline to state,Person without a disability,,,,,,18,0,4,1,,0,,13,,,,,9,9,,,,,,18,,,,18,,,,,18,6,,1,,,,,5,,,,,6,,,,,,,,,,,,,,,,6,592,22,199,45,,2,,283,19,,2,20,,,,,,,,,,,,,,,,,592,249932,192997.6,-29.50005596,55.55555556,44.44444444,26261.30647,453656,21844525,www.CFIhope.org,766,42699673,20,,33.33333333,100,,other,1,1,5,5,0,4,10,0,26
954109386,Step Up On Second Street Inc,SANTA MONICA,CA,1.69232E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,1,3,2,,,,7,,,,,4,9,,,,,,,,,,,,3,10,,,7,,1,,,,,6,,,,,3,4,,,,,7,,,1,6,,,,1,,6,430,17,122,174,,3,,95,19,,,,276,138,16,,,,416,,14,,,,,,,,,215875,233358.8,7.492239418,83.33333333,16.66666667,52695.52292,353213,26676520,WWW.STEPUPONSECOND.ORG,486,41125286,0,33.33333333,0,,,other,3,3,5,5,0,0,6,4,26
591742909,Tampa Metropolitan Area Young Mens Christian Association Inc,TAMPA,FL,1.70113E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24,0,2,1,0,0,0,21,,,,,5,19,,,,,,,,,,,,,,,,9,0,1,0,0,0,0,8,0,,0,0,4,5,,,,,,,,,,,,,,,,1403,39,195,267,0,4,3,834,58,,3,,,,,,1403,,,,,,,,,,,,,158789,267309,40.59721147,75,25,10793.67963,368900,22893473,WWW.TAMPAYMCA.ORG,2036,39819635,60,13.63636364,37.5,,,other,0,0,5,5,6,6,4,0,26
741157373,Houston Symphony Society,Houston,TX,1.68722E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,110,9,3,5,,,,93,,,,,37,73,,,,,,,,,,,,,,,,6,,,1,,,,5,,,,,5,1,,,,,6,,,,,,6,,,,6,55,,3,9,,,,41,2,,,,35,20,,,,,,,,,,,,,,,,207198.2,239261.6,13.40098035,50,50,44335.94792,326855,19257303,www.houstonsymphony.org,394,35994603,20,41.11111111,34.7826087,66.66666667,,other,2,3,5,0,0,4,6,6,26
581716970,Youth Villages Inc,Bartlett,TN,1.69655E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,17,,5,,,,,12,,,,,6,11,,,,,,,,,,,,,,,,10,,1,,,,,9,,,,,3,7,,,,,,,,,,,,,,,,3972,25,1995,141,0,9,3,1659,124,,0,16,3165,807,,,,,,,,,,,,,,,,251051.8947,441444.6,43.12946749,34.48275862,65.51724138,43849.79175,1186640,204798353,WWW.YOUTHVILLAGES.ORG,4490,291474634,,42.85714286,30.76923077,75,,other,2,0,5,5,0,4,4,6,26
825408579,Urban Alchemy,San Francisco,CA,1.69534E+18,White/Caucasian/European,Female,Not transgender (cisgender),,,Asian/Asian American,Female,Not transgender (cisgender),,,9,,6,2,,,,,,1,,,2,7,,,,,9,,,,,,,,,,,7,1,2,,,,,4,,,,,3,4,,,,,,,,,,,,,,,,1059,43,699,211,,2,9,95,,,,,182,866,11,,,,,,,,,,,,,,,218913,171920,-27.33422522,50,50,28591.85305,218913,38332222,WWW.URBAN-ALCHEMY.US/,1329,51179845,0,0,71.42857143,,,other,1,3,5,5,0,2,10,0,26
133170676,City Harvest Inc,NEW YORK,NY,1.68471E+18,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,40,,,,,,,,,,40,,,,,40,,,,,,,,,,,,,,9,,,,,,,,,,9,,,,,9,,,,,,,,,,,,,,160,,,,,,,,,,160,,,,,160,,,,,,,,,,,,,,309311.7143,336031,7.951434753,30,70,64355.64686,547631,22673036,WWW.CITYHARVEST.ORG,313,222850188,80,44.11764706,33.33333333,,,other,3,2,5,0,0,4,6,6,26
860096799,Valley of the Sun Young Mens Christian Association,Phoenix,AZ,1.67823E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25,2,4,6,,1,1,10,1,,,,8,17,,,,,25,,,,,,25,2,23,,,6,,1,2,,,,3,,,,,5,1,,,,,6,,,,,,6,1,5,,,700,68,105,251,18,11,8,215,24,,,,378,322,,,,,,,700,,,,700,57,643,,,201097.3333,397407,49.39763685,25,75,12988.34597,397407,11962863,VALLEYYMCA.ORG,848,36591901,0,38.46153846,44.44444444,,,other,0,0,5,5,0,6,4,6,26
580566253,Young Mens Christian Association of Metropolitan Atlanta Inc,ATLANTA,GA,1.62859E+18,White/Caucasian/European,Female,Not transgender (cisgender),,,,,,,,31,1,10,,,,,20,,,,,10,21,,,,,,,,,,,,,,,,13,1,3,,,,,9,,,,,9,4,,,,,,,,,,,,,,,,2040,74,630,101,,8,,805,56,,366,,1236,408,,396,,,,,,,,,,,,,,269807.1429,212273,-27.10384404,22.22222222,77.77777778,14514.38276,463691,47438412,WWW.YMCAATLANTA.ORG,3118,102392694,20,34.21052632,71.42857143,,,other,0,0,5,5,0,2,10,4,26
562089788,Hill Center Inc,Durham,NC,1.70225E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,26,1,4,,,,,21,,,,,18,8,,,,,,,,,,,,,,,,4,1,,,,,,3,,,,,3,1,,,,,,,,,,,,,,,,61,2,7,1,,,,51,,,,,54,7,,,,,,,,,,,,,,,,255522,177076,-44.30075222,50,50,38493.53623,255522,5744706,WWW.HILLCENTER.ORG,140,8502653,0,68.18181818,71.42857143,,,other,2,3,5,0,0,2,10,4,26
473363891,Impact Justice,OAKLAND,CA,1.6956E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,5,,2,1,,,,2,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,13,13,,,,30,7,,,23,53,13,3,,21,,,,,,,,,,,,,170243.75,258657,34.18165756,33.33333333,66.66666667,76823.8172,341344,8342904,WWW.IMPACTJUSTICE.ORG,99,17345959,80,25,33.33333333,100,,other,4,4,5,5,0,4,4,0,26
133687891,Cent for Urban Community Svcs,NEW YORK,NY,1.67763E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,13,,2,1,,,,9,1,,,,5,8,,,,,12,1,,,12,1,,,12,1,,7,1,2,,,,,4,,,,,4,3,,,,,,,,,,,,,,,,632,30,243,124,0,1,0,180,23,,31,,443,136,4,49,,,,,,,,,,,,,,181521.8,258923,29.89352047,44.44444444,55.55555556,49611.09635,357507,35926902,WWW.CUCS.ORG,694,77508569,80,44.44444444,16.66666667,100,,other,3,3,5,5,0,0,4,6,26
910727076,Orion Industries,Auburn,WA,1.6619E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,Decline to state,,,,,,13,1,1,,,,,11,,,,,6,7,,,,,,,,,,,,1,9,,3,5,,,,,,,5,,,,,2,3,,,,,,,,,,,,,,,,248,27,3,20,,1,,113,6,,2,76,77,100,2,,69,,,,,,,,,,,,,223760,270112,17.16028907,75,25,23299.06216,353064,9654749,WWW.ORIONWORKS.ORG,374,24627117,80,45.45454545,25,50,,other,1,1,5,5,0,0,6,8,26
941582429,Girl Scouts,Sacramento,CA,1.66026E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19,3,3,4,,,,9,,,,,19,,,,,,19,,,,,,19,,,,19,4,,,,,,,4,,,,,3,1,,,,,,,,,,,,,,,,57,2,4,18,,,,30,,,1,2,52,5,,,,,,,,,,,,,,,,222042,153025,-45.10178075,50,50,44954.1028,222042,5185156,HTTP://GIRLSCOUTSHCC.ORG,109,8878414,,100,77.77777778,,,other,2,4,5,5,0,0,10,0,26
132890727,Guttmacher Institute Inc,NEW YORK,NY,1.64866E+18,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),,Person without a disability,,,,,,23,3,4,1,,,,15,,,,,19,4,,,,,23,,,2,19,2,,,,,,8,1,3,2,,,,2,,,,,7,1,,,,,8,,,,,,,,8,,,108,13,21,12,,,,60,2,,,,88,20,,,,,,,,,,,,0,108,,,303270.1667,343091,11.60649313,7.692307692,92.30769231,110884.2667,419451,17288445,WWW.GUTTMACHER.ORG,133,32979466,100,81.81818182,90.90909091,100,,other,5,5,5,5,0,0,6,0,26
362584799,Lutheran Social Services of Illinois,DES PLAINES,IL,1.66838E+18,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,15,2,3,,,,,10,,,,,7,8,,,,,,,,,,,,,,,,6,,,,,,,6,,,,,3,3,,,,,,,,,,,,,,,,1115,34,379,89,,,,580,27,,6,,913,202,,,,,,,,,,,,,,,,185969.6667,293303,36.59469331,40,60,42333.93758,398835,66931454,WWW.LSSI.ORG,1559,97618323,60,28.57142857,16.66666667,,,other,2,2,5,5,6,0,4,2,26
640851798,Hope Enterprise Corporation,JACKSON,MS,1.6753E+18,Black/African American,Male,,,,,,,,,20,,8,1,,,,11,,,,,9,11,,,,,,,,,,,,,,,,6,,4,,,,,2,,,,,3,3,,,,,,,,,,,,,,,,248,,183,8,,,,53,4,,,,179,69,,,,,,,,,,,,,,,,177229.5,343721.3333,48.43802732,42.85714286,57.14285714,12996.90345,576949,5509184,WWW.HOPE-EC.ORG,297,24959106,80,40,42.85714286,,,other,0,0,5,5,0,6,4,6,26
541150923,Feed More Inc,Richmond,VA,1.69154E+18,White/Caucasian/European,Male,Not transgender,Decline to state,Person without a disability,,,,,,16,2,1,,,,,13,,,,,4,12,,,,,,,,,,,,,,,,7,,1,,,,,6,,,,,3,4,,,,,,,,,,,,,,,,106,1,46,1,,,,58,,,,,,,,,,,,,,,,,,,,,,208592,243804,14.44274909,80,20,52991.23622,349194,7913695,WWW.FEEDMORE.ORG,132,83224269,33.33333333,16.66666667,22.22222222,,,other,3,3,5,5,4,0,6,0,26
943042571,Yerba Buena Center for the Arts,San Francisco,CA,1.7018E+18,White/Caucasian/European,Female,Decline to state,Heterosexual or Straight,Decline to state,,,,,,8,1,,2,,1,,3,,,,1,7,1,,,,,,,8,,,,8,,8,,,6,0,2,,,,,4,,,,,5,1,,,,,6,,,2,4,,,,6,,,65,,,,,,,,,,,,29,23,4,9,,1,52,,12,17,36,,12,2,51,,12,212114.75,189992.3333,-11.64384703,42.85714286,57.14285714,25324.37398,278945,7648232,WWW.YBCA.ORG,253,15625492,,66.66666667,66.66666667,,,other,1,2,5,0,0,4,10,4,26
