,Unnamed: 0.1,Unnamed: 0,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
893,942,1563,751855620,MOMENTOUS INSTITUTE,DALLAS,TX,1679875200000000000,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,29.0,,,1.0,,,,28.0,,,,,1.0,28.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,,,,4.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,128.0,2.0,14.0,52.0,,1.0,,40.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,183128.5,156208.0,-17.233752432653898,20.0,80.0,67299.26865671642,197756.0,9550902.0,WWW.momentousinstitute.org,139,13532372.0,80.0,19.444444444444446,20.0,,
894,943,1564,751992728,Jewish Family Service of Dallas Incorporated,DALLAS,TX,1632485502000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,2.0,,,,,2.0,1.0,,,,,3.0,,,,3.0,,,,,,,100.0,1.0,6.0,9.0,,,,64.0,2.0,,,18.0,70.0,30.0,,,,,,,,,,,,,,,,255893.0,148492.5,-72.32722191356466,66.66666666666666,33.33333333333333,61386.79591836735,255893.0,6568784.0,www.jfsdallas.org,101,12616170.0,,65.38461538461539,40.0,,
895,944,1565,752044117,Communities in Schools of the Dallas Region,DALLAS,TX,1646826316000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,18.0,0.0,3.0,4.0,,,,11.0,,,,,7.0,11.0,,,,,,,,,,,,,,,,7.0,0.0,5.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,6.0,1.0,0.0,0.0,0.0,,,,,,,,,,7.0,,0.0,98.0,3.0,34.0,29.0,,0.0,,25.0,2.0,,2.0,3.0,83.0,15.0,0.0,0.0,0.0,,,,,,,,,1.0,,,97.0,0.0,165291.0,100.0,100.0,0.0,32419.659663865543,165291.0,7881170.0,WWW.CISDALLAS.ORG,239,12139498.0,,44.44444444444444,40.0,,
896,945,1566,752057692,West Texas Food Bank,Odessa,TX,1644316957000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,28.0,,3.0,4.0,,,,21.0,,,,,12.0,16.0,,,,,28.0,,,,,,28.0,,,,,7.0,,,2.0,,,,5.0,,,,,3.0,4.0,,,,,7.0,,,,,,,,7.0,,,50.0,,5.0,35.0,,,,10.0,,,,,27.0,23.0,,,,,,,,,,,,,,,,269037.0,199228.0,-35.03975344831048,50.0,50.0,49112.21538461538,269037.0,3660559.0,www.wtxfoodbank.org,67,29855581.0,0.0,43.47826086956522,60.0,50.0,
897,946,1568,752105579,Family Gateway Inc,DALLAS,TX,1677110400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25.0,3.0,9.0,1.0,,,,12.0,,,,,15.0,10.0,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,60.0,,36.0,11.0,,,,13.0,,,,,46.0,14.0,,,,,,,,,,,,,,,,240512.0,0.0,-1.0,0.0,100.0,36141.29885057471,240512.0,3384805.0,WWW.FAMILYGATEWAY.ORG,88,5756628.0,,54.54545454545454,57.14285714285714,,
898,947,1569,752133827,Vogel Alcove,DALLAS,TX,1693958400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,35.0,1.0,5.0,1.0,0.0,0.0,0.0,28.0,0.0,,,,12.0,23.0,,,,,,,,,,,,,,,,12.0,0.0,2.0,0.0,,0.0,,10.0,0.0,,,,8.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,72.0,,36.0,15.0,,,,19.0,,,2.0,,,,,,,,,,,,,,,,,,,230695.0,0.0,-1.0,0.0,100.0,50058.74683544304,230695.0,4185336.0,WWW.VOGELALCOVE.ORG,80,6240891.0,,38.23529411764706,33.33333333333333,,
899,948,1571,752170035,Big Thought,DALLAS,TX,1598545217000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,45.0,1.0,12.0,4.0,,0.0,,28.0,0.0,,,,25.0,20.0,,,,,,,,4.0,35.0,6.0,,,,,,8.0,,3.0,,,,,4.0,1.0,,,,4.0,4.0,,,,,8.0,,,1.0,7.0,,,,,,,72.0,2.0,29.0,15.0,,,,22.0,4.0,,,,45.0,27.0,,,,,,,,,,,,,,,,0.0,204898.5,100.0,100.0,0.0,63929.11111111111,229888.0,6163417.0,www.bigthought.org,92,10675697.0,,40.0,50.0,,
900,949,1573,752332948,Citysquare,DALLAS,TX,1701043200000000000,Middle Eastern/North African,Female,,,,,,,,,14.0,0.0,5.0,1.0,,,,8.0,,,,,3.0,11.0,,,,,,,,,,,,,,,,5.0,1.0,1.0,,1.0,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,162.0,0.0,58.0,34.0,,,,59.0,8.0,,,3.0,122.0,40.0,,,,,,,,,,,,,,,,155891.0,186908.66666666663,16.595092790418132,60.0,40.0,20046.30396475771,206050.0,9973530.0,WWW.CITYSQUARE.ORG,459,26345029.0,66.66666666666666,44.44444444444444,37.5,,
901,950,1574,752353393,Rightnow Ministries International,Mckinney,TX,1630593617000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,8.0,,,,,,,,,,8.0,,,,,8.0,,,,8.0,,,,8.0,,,,8.0,,8.0,,,,,,,,,,8.0,,,,,8.0,,,,8.0,,,,8.0,,,,8.0,,190.0,,,,,,,,,,190.0,,,,,190.0,,,,190.0,,,,190.0,,,,190.0,,208589.0,217842.6,4.2478376589335625,83.33333333333334,16.666666666666664,67322.24170616113,342726.0,16800597.0,www.rightnowmedia.org,223,33884225.0,0.0,0.0,23.07692307692308,,
902,951,1576,752389095,Childrens Advocacy Center of Collin County Inc,PLANO,TX,1693353600000000000,White/Caucasian/European,Female,,,,,,,,,27.0,,2.0,2.0,,,,23.0,,,,,11.0,16.0,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,1.0,,,,4.0,1.0,,,,,5.0,,,,,,,,,,,63.0,,4.0,15.0,,,,43.0,1.0,,,,,,,,,,,,,,,,,,,,,211244.0,174205.0,-21.26173186762722,50.0,50.0,62490.230769230766,211244.0,4447314.0,WWW.CACCOLLINCOUNTY.ORG,67,7564621.0,,50.0,57.14285714285714,,
903,952,1577,752559765,Childrens Advocacy Center for North Texas Inc,Lewisville,TX,1674432000000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,28.0,1.0,5.0,,,,,22.0,,,,,12.0,16.0,,,,,,28.0,,,,28.0,,,,28.0,,7.0,,,1.0,,,,6.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,72.0,,5.0,15.0,,,,38.0,5.0,,,9.0,59.0,6.0,,,7.0,,,,,,,,,,,,,191400.0,0.0,-1.0,0.0,100.0,50895.836956521736,191400.0,4873817.0,WWW.CACNORTHTEXAS.ORG,93,6347395.0,,40.0,42.85714285714285,,
904,953,1581,760031827,Communities in Schools of Houston Inc,Houston,TX,1664323200000000000,White/Caucasian/European,Female,,,,,,,,,41.0,1.0,6.0,7.0,,,,27.0,,,,,22.0,19.0,,,,,,,,,,,,,,,,10.0,3.0,2.0,,,,,3.0,1.0,1.0,,,8.0,2.0,,,,,,,,,,,,,,,,240.0,10.0,77.0,113.0,,,,37.0,3.0,,,,209.0,31.0,,,,,,,,,,,,,,,,215439.0,0.0,-1.0,0.0,100.0,50550.67763157895,215439.0,15582845.0,WWW.CISHOUSTON.ORG,305,33424349.0,,68.75,25.0,,
905,954,1582,760044172,Memorial Assistance Ministries Inc,HOUSTON,TX,1674518400000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),,,14.0,,,3.0,,,,10.0,1.0,,,,4.0,10.0,,,,,14.0,,,,,,,,,,,21.0,,5.0,5.0,,1.0,,7.0,3.0,,,,14.0,7.0,,,,,21.0,,,,,,,,,,,54.0,6.0,2.0,26.0,,,,14.0,2.0,,,4.0,34.0,16.0,,4.0,,,50.0,4.0,,,,,,,,,,206004.0,0.0,-1.0,0.0,100.0,39599.0,206004.0,4482696.0,www.mamhouston.org,109,8704582.0,50.0,44.44444444444444,20.0,,
906,955,1584,760088702,Northwest Assistance Ministries,HOUSTON,TX,1702944000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,3.0,1.0,,,,14.0,,,,,6.0,12.0,,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,70.0,,21.0,17.0,,,,20.0,3.0,,,9.0,51.0,19.0,,,,,,,,,,,,,,,,0.0,217317.0,100.0,100.0,0.0,39991.614583333336,217317.0,4056512.0,www.namonline.org,97,10325392.0,,0.0,50.0,,
907,956,1589,760257018,Coalition for the Homeless of Houston/Harris County,Houston,TX,1665758530000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,21.0,1.0,8.0,2.0,,0.0,,10.0,,,,,10.0,11.0,,,,,,,,,,,,,,,,5.0,1.0,,1.0,,,,3.0,,,,,5.0,0.0,,,,,5.0,,,1.0,4.0,,,2.0,,,3.0,88.0,4.0,31.0,14.0,,,,27.0,,,,12.0,58.0,30.0,,,,,,,88.0,,,,88.0,,,,88.0,160017.0,249150.0,35.77483443708609,50.0,50.0,73604.7,249150.0,5561496.0,WWW.HOMELESSHOUSTON.ORG,72,22868062.0,,50.0,60.0,,
908,957,1590,760270942,Boys and Girls Clubs of Greater Houston Inc,Houston,TX,1657497600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,Decline to state,,,,,,42.0,3.0,8.0,5.0,,0.0,,26.0,0.0,,0.0,0.0,10.0,32.0,0.0,0.0,0.0,,,,42.0,,,,42.0,,,,42.0,11.0,0.0,4.0,1.0,,0.0,,6.0,0.0,,0.0,,5.0,6.0,0.0,0.0,0.0,,,,11.0,,,,11.0,,,,11.0,157.0,2.0,88.0,57.0,,,,10.0,,,,,105.0,52.0,,,,,,,,,,,,,,,,181103.5,225171.0,19.570681837359164,50.0,50.0,21025.27368421053,269276.0,6804752.0,www.bgcgh.org,289,12542144.0,66.66666666666666,21.052631578947366,20.0,100.0,
909,958,1591,760297531,Civic Heart Community Services,HOUSTON,TX,1680652800000000000,Black/African American,Female,,Decline to state,Decline to state,,,,,,10.0,,5.0,2.0,,,,3.0,,,,,8.0,2.0,,,,,,,,,,,,,,,,8.0,1.0,6.0,1.0,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,62.0,,41.0,18.0,,,,3.0,,,,,42.0,20.0,,,,,,,62.0,,,,62.0,,,,62.0,194362.0,0.0,-1.0,0.0,100.0,51594.87012987013,194362.0,4167167.0,www.civicheart.org,78,7578919.0,,57.14285714285714,100.0,,
910,959,1592,760324875,Living Water International,STAFFORD,TX,1692144000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,,2.0,,,,,9.0,1.0,,,,4.0,8.0,,,,,,12.0,,,,12.0,,,,12.0,,9.0,,2.0,,,,,7.0,,,,,3.0,6.0,,,,,,,,,,,,,,,,326.0,18.0,199.0,54.0,,1.0,,53.0,1.0,,,,132.0,194.0,,,,,,,,,,,,,,,,197121.0,218111.6,9.623788922734969,83.33333333333334,16.666666666666664,90013.43333333333,362907.0,6688485.0,www.water.cc,66,22628550.0,33.33333333333333,27.27272727272727,0.0,,
912,961,1596,760647934,Healthcare for the Homeless-Houston,Houston,TX,1698192000000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,19.0,1.0,3.0,1.0,,,,14.0,,,,,6.0,13.0,,,,,19.0,,,1.0,16.0,,2.0,,19.0,,,9.0,1.0,2.0,1.0,,,,5.0,,,,,8.0,1.0,,,,,,,9.0,1.0,4.0,,4.0,,9.0,,,73.0,9.0,31.0,14.0,1.0,,,18.0,,,,,58.0,15.0,,,,,,,,,,,,,,,,191593.0,0.0,-1.0,0.0,100.0,83553.83928571429,193347.0,5062201.0,WWW.HOMELESS-HEALTHCARE.ORG,58,7057693.0,,61.11111111111112,72.72727272727273,,
914,963,1600,770097156,Childrens Cabinet Inc A Child and Family Resource,Reno,NV,1667865600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,2.0,2.0,,,,14.0,,,,,9.0,9.0,,,,,,,,,,,,,,,,11.0,,,,,,,11.0,,,,,8.0,3.0,,,,,,,,,,,,,,,,166.0,3.0,22.0,41.0,,,,88.0,12.0,,,,151.0,15.0,,,,,,,,,,,,,,,,0.0,180192.0,100.0,100.0,0.0,47021.78453038674,180192.0,8691135.0,WWW.CHILDRENSCABINET.ORG,182,164711379.0,66.66666666666666,38.46153846153847,50.0,,
915,964,1601,770126783,Housing Matters,Santa Cruz,CA,1634120255000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,8.0,,3.0,,24.0,4.0,,,29.0,37.0,27.0,1.0,,3.0,,,,,,,,,,,,,143061.0,150232.5,4.773600918576207,66.66666666666666,33.33333333333333,43494.17307692308,150611.0,4966920.0,www.housingmatterssc.org,107,11774972.0,,44.44444444444444,57.14285714285714,,
916,965,1602,770133375,Good Samaritan Shelter,SANTA MARIA,CA,1702252800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,318.0,5.0,6.0,87.0,2.0,2.0,2.0,81.0,21.0,,6.0,106.0,137.0,48.0,0.0,3.0,130.0,1.0,179.0,6.0,132.0,20.0,154.0,12.0,132.0,23.0,148.0,19.0,128.0,153468.0,0.0,-1.0,0.0,100.0,28677.57051282051,153468.0,9100870.0,GOODSAMARITANSHELTER.ORG,313,15696453.0,,0.0,40.0,,
917,966,1604,770155997,San Jose Conservation Corps,SAN JOSE,CA,1675209600000000000,White/Caucasian/European,Male,,,,,,,,,13.0,,1.0,5.0,,,,5.0,1.0,,,1.0,6.0,7.0,,,,,,,13.0,,,,13.0,,,,13.0,12.0,1.0,1.0,6.0,,,,2.0,2.0,,,,6.0,6.0,,,,,,,,,,,,,,,,293.0,26.0,7.0,217.0,,2.0,,27.0,4.0,,6.0,4.0,,,,,,,,,,,,,,,,,,152174.0,178750.0,14.867692307692309,33.33333333333333,66.66666666666666,24132.234090909093,178750.0,11101281.0,WWW.SJCCCHARTERSCHOOL.ORG,443,20498462.0,,45.45454545454545,33.33333333333333,,
918,967,1609,770326685,Second Harvest Food Bank Santa Cruz County,Watsonville,CA,1671709811000000000,Hispanic/Latino/Latina/Latinx,Female,,Heterosexual or Straight,Decline to state,,,,,,13.0,2.0,,3.0,,,,8.0,,,,,7.0,6.0,,,,,,,,,,,,,,,,8.0,,1.0,3.0,,,,4.0,,,,,6.0,2.0,,,,,,,,1.0,5.0,,2.0,,,,,58.0,2.0,1.0,41.0,,,,11.0,,,3.0,,25.0,33.0,,,,,,,,,,,,,,,,0.0,168577.0,100.0,100.0,0.0,64965.06153846154,168577.0,4391306.0,WWW.THEFOODBANK.ORG,66,25802721.0,,54.54545454545454,75.0,,
919,968,1613,770480427,Anita Borg Institute for Women and Technology ,SAN MATEO,CA,1677715200000000000,Black/African American,Female,,,,,,,,,21.0,5.0,6.0,1.0,,,,8.0,,,,1.0,15.0,6.0,,,,,,,,,,,,,,,,5.0,,2.0,,,,,2.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,98.0,6.0,12.0,,,1.0,11.0,24.0,5.0,,,39.0,67.0,20.0,1.0,,10.0,,,,,,,,,,,,,240152.8333333333,248498.5,3.358437441942972,40.0,60.0,98362.55555555556,584327.0,10402278.0,WWW.ANITABORG.ORG,91,46397164.0,71.42857142857143,76.19047619047619,33.33333333333333,,
920,969,1614,770485946,Positive Coaching Alliance,Oakland,CA,1658496184000000000,Decline to state,Female,,,Decline to state,,,,,,18.0,2.0,1.0,,,,,12.0,,,3.0,,7.0,11.0,,,,0.0,18.0,0.0,0.0,,17.0,,1.0,,18.0,,,6.0,,,1.0,,,,5.0,,,,,2.0,4.0,,,,,6.0,,,,6.0,,,,6.0,,,52.0,4.0,2.0,4.0,,1.0,,37.0,4.0,,,,26.0,26.0,,,,,52.0,,,2.0,50.0,,,,52.0,,,355543.0,217990.6,-63.10015202490382,83.33333333333334,16.666666666666664,113254.91489361702,355543.0,6768477.0,WWW.POSITIVECOACH.ORG,53,9531237.0,0.0,30.0,71.42857142857143,0.0,
921,970,1616,770568469,Reading Partners,Oakland,CA,1697587200000000000,Black/African American,Female,,,,,,,,,12.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,,,,5.0,7.0,,,,,,,,,,,,,,,,7.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,4.0,3.0,,,,,,,,,,,,,,,,203.0,12.0,49.0,18.0,,,,106.0,16.0,,,2.0,156.0,43.0,4.0,,0.0,,,,,,,,,,,,,221325.0,180818.0,-22.40208386333219,37.5,62.5,28947.37396121884,385408.0,22549083.0,WWW.READINGPARTNERS.ORG,730,49953069.0,60.0,63.63636363636363,50.0,,
922,971,1618,800478843,Child Mind Institute Inc,New York,NY,1659398400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,35.0,,,,,,,,,,,,18.0,17.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,291.0,19.0,18.0,37.0,,,,154.0,9.0,,54.0,,105.0,16.0,,170.0,,,,,,,,,,,,,,294119.6666666667,423772.25,30.594873386195843,40.0,60.0,83784.73239436619,719306.0,15357239.0,WWW.CHILDMIND.ORG,152,71051674.0,40.0,50.0,45.45454545454545,,100.0
923,972,1620,800790222,Commit2Dallas,DALLAS,TX,1665705600000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,19.0,,,,,,,,,,,,8.0,11.0,,,,,,,,,,,,,,,,11.0,1.0,2.0,1.0,,,,7.0,,,,,8.0,3.0,,,,,11.0,,,,,,,,,,,78.0,4.0,19.0,16.0,,,,30.0,1.0,,,8.0,55.0,23.0,,,,,78.0,,,,,,,,,,,197379.7142857143,219488.5,10.07286746881304,22.22222222222222,77.77777777777779,79422.5303030303,283425.0,7062522.0,WWW.COMMITPARTNERSHIP.ORG,75,29585342.0,60.0,57.14285714285714,66.66666666666666,83.33333333333334,
925,974,1627,810622701,Five Keys Schools and Programs,San Francisco,CA,1685664000000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,6.0,1.0,1.0,1.0,,,,3.0,,,,,4.0,2.0,,,,,6.0,,,3.0,3.0,,,1.0,5.0,,,13.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,10.0,3.0,,,,,,,,,,,,0.0,5.0,8.0,,1015.0,43.0,293.0,303.0,0.0,7.0,30.0,175.0,115.0,,44.0,5.0,385.0,617.0,7.0,2.0,4.0,,,,,,,,,61.0,351.0,29.0,574.0,182409.07142857145,198730.57142857145,8.212878311914048,33.33333333333333,66.66666666666666,44341.32825484764,391866.0,67973719.0,WWW.FIVEKEYSCHARTER.ORG,1465,97031582.0,65.9090909090909,50.0,75.0,,
926,975,1637,814254457,Holdsworth Center,AUSTIN,TX,1645108286000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,15.0,0.0,2.0,6.0,,0.0,,7.0,,,,,7.0,8.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,8.0,10.0,13.0,,0.0,,33.0,1.0,,,,,,,,,,,,,,,,,,,,,235750.25,303834.25,22.408270298690816,33.33333333333333,66.66666666666666,124855.20689655172,398626.0,9538673.0,HTTPS://HOLDSWORTHCENTER.ORG/,70,23861868.0,100.0,37.5,80.0,75.0,100.0
927,976,1639,814985512,Bail Project Inc,Venice,CA,1680534201000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,,4.0,,,,,7.0,,,,,5.0,6.0,,,,,11.0,,,,,,,,,,,19.0,2.0,3.0,5.0,,,,9.0,,,,,10.0,9.0,,,,,,,,,,,,,,,,115.0,4.0,32.0,29.0,,2.0,,40.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,234448.25,191103.0,-22.681616719779385,50.0,50.0,54306.34759358289,339374.0,11857492.0,WWW.BAILPROJECT.ORG,195,18509125.0,60.0,50.0,28.57142857142857,,
928,977,1643,815434098,Alliancechicago,CHICAGO,IL,1609842846000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,6.0,1.0,2.0,1.0,,,,2.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,64.0,9.0,16.0,6.0,,,,30.0,,3.0,,,48.0,16.0,,,,,,,,,,,,,,,,202062.0,217515.8333333333,7.104693528057348,60.0,40.0,30641.15151515152,285678.0,4135659.0,WWW.ALLIANCECHICAGO.ORG,76,8551677.0,20.0,,37.5,75.0,
929,980,1652,821719128,Newark Community Street Team Inc,NEWARK,NJ,1684195200000000000,Black/African American,Male,,,,Black/African American,Male,,,,6.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,2.0,,0.0,,7.0,8.0,,,,,,,,,,,,,,,,112.0,0.0,77.0,9.0,1.0,3.0,1.0,12.0,,,9.0,,56.0,42.0,,14.0,,,,,,,,,,,,,,173484.0,0.0,-1.0,0.0,100.0,19118.7572815534,173484.0,2142716.0,www.newarkcommunitystreetteam.org,104,5400208.0,,75.0,50.0,,
930,981,1653,822167556,International Refugee Assistance Project Inc,NEW YORK,NY,1695859200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,,18.0,,0.0,1.0,17.0,,0.0,4.0,13.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,30.0,4.0,10.0,36.0,0.0,0.0,22.0,,,0.0,2.0,82.0,20.0,2.0,0.0,0.0,2.0,102.0,0.0,0.0,33.0,69.0,0.0,2.0,43.0,61.0,0.0,0.0,212037.22222222225,187968.0,-12.804957344985432,10.0,90.0,135927.1794871795,307624.0,12698623.0,REFUGEERIGHTS.ORG,88,66214216.0,80.0,53.84615384615385,71.42857142857143,100.0,
931,982,1660,825408579,Urban Alchemy,San Francisco,CA,1695340800000000000,White/Caucasian/European,Female,Not transgender (cisgender),,,Asian/Asian American,Female,Not transgender (cisgender),,,9.0,,6.0,2.0,,,,,,1.0,,,2.0,7.0,,,,,9.0,,,,,,,,,,,7.0,1.0,2.0,,,,,4.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,1059.0,43.0,699.0,211.0,,2.0,9.0,95.0,,,,,182.0,866.0,11.0,,,,,,,,,,,,,,,218913.0,171920.0,-27.33422522103304,50.0,50.0,28591.853051996983,218913.0,38332222.0,WWW.URBAN-ALCHEMY.US/,1329,51179845.0,0.0,0.0,57.14285714285714,,
932,984,1663,830421712,Eastern Carolina Homelessness Organization Inc,MYRTLE BEACH,SC,1701820800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,,,,,,7.0,,1.0,,,,,6.0,,,,,3.0,4.0,,,,,7.0,,,,,,,,,,,4.0,,,,,,,4.0,,,,,1.0,3.0,,,,0.0,3.0,1.0,,1.0,3.0,,,2.0,2.0,,,56.0,,2.0,2.0,,,,32.0,,,1.0,19.0,23.0,13.0,,1.0,19.0,,34.0,3.0,19.0,7.0,29.0,1.0,19.0,5.0,30.0,2.0,19.0,0.0,171586.0,100.0,100.0,0.0,33504.61538461538,171586.0,2784946.0,www.echomeless.org,79,13355938.0,,50.0,0.0,100.0,
933,985,1666,831740146,United States Energy Foundation,SAN FRANCISCO,CA,1702598400000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,13.0,1.0,4.0,2.0,,,,6.0,,,,,7.0,6.0,,,,,,,,,,,,,,,,6.0,0.0,2.0,1.0,,,,3.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,121.0,16.0,24.0,18.0,,,,53.0,9.0,,1.0,,88.0,31.0,2.0,,,,,,,,,,,,,,,361393.75,359597.6,-0.4994888731181808,55.55555555555556,44.44444444444444,119620.19318181818,534119.0,13770140.0,WWW.EF.ORG,97,181891970.0,40.0,36.36363636363637,50.0,100.0,
